;GL_SpectroSoft	3.1.07
;SPX	6.4.2(0.7.2)
Pos	Name	x2	y2	u2'	v2'	L2	a2	b2	X2	Y2	Z2	x10	y10	y10	u10'	v10'	L10	a10	b10	X10	Y10	Z10	CCT	ChErr	Duv	ColPeak	ColPeakVal	Lambda2	ColDom	LumInt	LumEff	Purity	Radiometric	Ra	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	Mivis	Miuv	Binning	Brightness	Pass
										lx													K			nm		nm	nm				W/m²																					
128	2019-03-21T10:24:53	0.3065	0.3767	0.1775	0.4908	67.78	-24.01	8.1	9266.62	11391.2	9579.41	0.3131	0.3801	0.3801	0.1806	0.4933	68.03	-22.69	9.98	10263.51	12461.73	10059.29	6489	0.029	0.0285	507.67	189.03	190.58	514.9				38.471	79.6	73.1	85.9	91.6	72.2	76.1	85.1	87.9	65.3	0	74.5	69.7	73.1	75.5	93.7	63.5	2.1	4.6			
129	2019-03-21T10:25:23	0.3065	0.3768	0.1775	0.4908	67.78	-24.02	8.11	9205.64	11316.78	9515.23	0.3131	0.3801	0.3801	0.1806	0.4933	68.03	-22.69	9.99	10196.09	12380.34	9992.52	6489	0.029	0.0285	509.47	188.11	190.29	514.9				38.2232	79.7	73.1	85.9	91.7	72.3	76.1	85.1	87.9	65.4	0	74.5	69.7	73.1	75.5	93.7	63.5	2.1	4.6			
130	2019-03-21T10:25:53	0.3064	0.3769	0.1774	0.4909	67.79	-24.08	8.13	9162.88	11270.36	9471.83	0.313	0.3803	0.3803	0.1805	0.4933	68.04	-22.75	10.01	10149.14	12329.74	9946.12	6493	0.029	0.0286	507.67	187.45	189.93	514.9				38.021	79.6	73	85.8	91.6	72.2	76	85	87.9	65.3	0	74.4	69.6	73	75.4	93.7	63.4	2.1	4.6			
131	2019-03-21T10:26:23	0.3062	0.3764	0.1774	0.4907	67.76	-24.03	7.98	9070.51	11152.89	9404.13	0.3127	0.3798	0.3798	0.1804	0.4931	68.01	-22.72	9.86	10046.91	12202.84	9877.1	6505	0.029	0.0285	507.67	185.51	190.35	514.4				37.702	79.7	73.1	85.9	91.6	72.3	76.1	85.1	87.9	65.4	0	74.5	69.7	73.1	75.5	93.7	63.5	2.1	4.6			
132	2019-03-21T10:26:53	0.306	0.3763	0.1773	0.4906	67.75	-24.06	7.92	9001.83	11071.06	9347.43	0.3125	0.3797	0.3797	0.1804	0.493	68	-22.74	9.8	9971.38	12113.93	9818.33	6512	0.029	0.0285	507.67	184.28	190.16	514.2				37.4091	79.6	73	85.8	91.6	72.2	76.1	85.1	87.9	65.3	0	74.4	69.7	73.1	75.4	93.7	63.5	2.1	4.6			
133	2019-03-21T10:27:23	0.3058	0.376	0.1773	0.4904	67.73	-24.04	7.83	9024.16	11096.96	9388.2	0.3124	0.3795	0.3795	0.1803	0.4929	67.98	-22.73	9.7	9996.19	12143.25	9862.03	6520	0.029	0.0285	507.67	184.67	190.08	513.9				37.5162	79.7	73	85.9	91.6	72.2	76.1	85.1	87.9	65.4	0	74.5	69.7	73.2	75.4	93.7	63.5	2.1	4.6			
134	2019-03-21T10:27:53	0.3056	0.376	0.1772	0.4904	67.72	-24.07	7.78	8803.04	10828.51	9171.12	0.3122	0.3794	0.3794	0.1802	0.4928	67.98	-22.77	9.66	9751.55	11850.31	9633.83	6530	0.029	0.0285	507.67	180.4	189.92	513.7				36.5992	79.6	73	85.8	91.6	72.2	76.1	85.1	87.9	65.3	0	74.5	69.7	73.1	75.4	93.7	63.5	2.1	4.6			
135	2019-03-21T10:28:23	0.3055	0.3758	0.1771	0.4903	67.71	-24.07	7.72	8829.29	10861.25	9209.18	0.3121	0.3793	0.3793	0.1802	0.4928	67.97	-22.78	9.6	9780.91	11886.73	9674.49	6534	0.029	0.0285	507.67	180.84	190.08	513.5				36.7194	79.6	73	85.8	91.6	72.2	76.1	85.1	87.9	65.3	0	74.4	69.6	73.1	75.4	93.7	63.5	2.1	4.6			
136	2019-03-21T10:28:53	0.3055	0.3758	0.1771	0.4903	67.71	-24.07	7.71	8755.28	10770.51	9134.1	0.312	0.3792	0.3792	0.1802	0.4927	67.96	-22.78	9.59	9698.98	11787.54	9595.93	6536	0.029	0.0285	507.67	179.56	189.88	513.5				36.4286	79.6	73	85.8	91.6	72.2	76.1	85.1	87.9	65.4	0	74.4	69.6	73.2	75.4	93.7	63.5	2.1	4.6			
137	2019-03-21T10:29:23	0.3053	0.3758	0.177	0.4902	67.71	-24.12	7.69	8658.67	10656.27	9042.79	0.3119	0.3792	0.3792	0.1801	0.4927	67.96	-22.83	9.57	9592.38	11663.28	9499.93	6542	0.029	0.0286	509.47	177.69	189.89	513.3				36.0297	79.6	73	85.8	91.6	72.2	76	85	87.9	65.3	0	74.4	69.6	73.1	75.4	93.7	63.4	2.1	4.6			
138	2019-03-21T10:29:53	0.3052	0.3757	0.177	0.4902	67.7	-24.12	7.64	8652.5	10648.99	9045.45	0.3118	0.3791	0.3791	0.1801	0.4927	67.96	-22.84	9.53	9585.43	11655.92	9502.5	6544	0.029	0.0286	507.67	177.51	189.92	513.2				36.0098	79.6	73	85.8	91.6	72.2	76.1	85.1	87.9	65.3	0	74.5	69.6	73.2	75.4	93.7	63.5	2.1	4.6			
139	2019-03-21T10:30:23	0.3052	0.3756	0.177	0.4901	67.7	-24.13	7.62	8608.95	10596	9004.24	0.3117	0.3791	0.3791	0.18	0.4926	67.95	-22.84	9.51	9537.47	11598.01	9459.89	6550	0.029	0.0286	507.67	176.88	189.75	513.1				35.8405	79.6	73	85.8	91.6	72.2	76.1	85	87.9	65.3	0	74.4	69.6	73.2	75.4	93.7	63.4	2.1	4.6			
140	2019-03-21T10:30:53	0.3051	0.3756	0.177	0.4901	67.69	-24.13	7.61	8633.1	10625.91	9032.69	0.3117	0.379	0.379	0.18	0.4926	67.95	-22.84	9.49	9564.3	11630.95	9489.92	6550	0.029	0.0286	507.67	177.29	189.79	513				35.9315	79.6	72.9	85.8	91.6	72.1	76	85	87.9	65.3	0	74.4	69.6	73.2	75.4	93.7	63.4	2.1	4.6			
141	2019-03-21T10:31:23	0.3051	0.3755	0.177	0.4901	67.69	-24.13	7.58	8657.47	10656.04	9063.77	0.3116	0.379	0.379	0.18	0.4926	67.94	-22.85	9.46	9591.43	11664.24	9523.24	6554	0.029	0.0286	507.67	177.87	189.79	513				36.0484	79.6	73	85.8	91.6	72.2	76.1	85	87.9	65.3	0	74.4	69.6	73.2	75.4	93.7	63.5	2.1	4.6			
142	2019-03-21T10:31:53	0.305	0.3754	0.1769	0.49	67.68	-24.14	7.54	8659.43	10659.22	9074.07	0.3115	0.3789	0.3789	0.18	0.4925	67.94	-22.86	9.42	9593.63	11668.28	9533.92	6558	0.029	0.0286	507.67	177.91	189.89	512.8				36.057	79.6	73	85.8	91.6	72.2	76.1	85	87.9	65.3	0	74.4	69.6	73.2	75.4	93.7	63.5	2.1	4.6			
143	2019-03-21T10:32:23	0.305	0.3756	0.1769	0.4901	67.69	-24.17	7.58	8645.26	10644.29	9052.74	0.3116	0.379	0.379	0.18	0.4926	67.95	-22.88	9.47	9577.94	11651.5	9510.58	6554	0.029	0.0286	507.67	177.47	189.98	512.9				35.9575	79.6	72.9	85.8	91.6	72.1	76	85	87.9	65.3	0	74.4	69.5	73.1	75.3	93.7	63.4	2.1	4.7			
144	2019-03-21T10:32:53	0.3049	0.3754	0.1769	0.49	67.68	-24.16	7.52	8597.28	10585.39	9015.33	0.3114	0.3789	0.3789	0.1799	0.4925	67.94	-22.89	9.41	9525.03	11587.85	9472.08	6561	0.029	0.0286	507.67	176.7	189.87	512.7				35.7973	79.6	72.9	85.8	91.6	72.1	76	85	87.9	65.3	0	74.4	69.5	73.2	75.3	93.7	63.4	2.1	4.6			
145	2019-03-21T10:33:23	0.3048	0.3753	0.1769	0.49	67.68	-24.17	7.5	8536.84	10511.64	8956.5	0.3114	0.3788	0.3788	0.1799	0.4925	67.93	-22.9	9.39	9458.13	11507.49	9410.24	6563	0.029	0.0286	507.67	175.58	189.77	512.7				35.5532	79.6	72.9	85.8	91.5	72.1	76	85	87.9	65.3	0	74.4	69.5	73.2	75.3	93.6	63.4	2.1	4.6			
146	2019-03-21T10:33:53	0.3047	0.3753	0.1768	0.4899	67.67	-24.17	7.46	8537.06	10512.48	8964.96	0.3113	0.3787	0.3787	0.1799	0.4924	67.93	-22.9	9.35	9458.46	11508.88	9419.35	6570	0.029	0.0286	507.67	175.69	189.64	512.5				35.5555	79.6	72.9	85.8	91.6	72.1	76	85	87.9	65.3	0	74.4	69.5	73.2	75.3	93.7	63.4	2.1	4.6			
147	2019-03-21T10:34:23	0.3046	0.3751	0.1768	0.4898	67.66	-24.19	7.39	8492.02	10459.1	8931.62	0.3111	0.3786	0.3786	0.1798	0.4923	67.92	-22.93	9.29	9408.89	11451.21	9384.8	6578	0.029	0.0286	507.67	174.8	189.56	512.3				35.3751	79.6	72.9	85.8	91.5	72.1	76	85	87.9	65.3	0	74.4	69.5	73.2	75.3	93.7	63.4	2.1	4.7			
148	2019-03-21T10:34:53	0.3045	0.3751	0.1767	0.4898	67.66	-24.2	7.38	8489.83	10457.17	8931.78	0.3111	0.3786	0.3786	0.1798	0.4923	67.92	-22.93	9.28	9406.6	11449.26	9385.11	6578	0.029	0.0287	507.67	174.85	189.77	512.3				35.3849	79.6	72.9	85.8	91.5	72.1	76	85	87.9	65.3	0	74.4	69.5	73.2	75.3	93.6	63.4	2.1	4.7			
149	2019-03-21T10:35:23	0.3044	0.375	0.1767	0.4898	67.65	-24.21	7.34	8425.46	10378.49	8872.56	0.311	0.3785	0.3785	0.1797	0.4923	67.91	-22.94	9.24	9335.35	11363.58	9322.96	6582	0.029	0.0287	507.67	173.55	189.54	512.1				35.1157	79.5	72.9	85.8	91.5	72.1	76	85	87.9	65.3	0	74.4	69.5	73.2	75.3	93.6	63.4	2.1	4.7			
150	2019-03-21T10:35:53	0.3043	0.375	0.1767	0.4897	67.65	-24.23	7.32	8368.79	10310.66	8818.45	0.3109	0.3785	0.3785	0.1797	0.4922	67.91	-22.96	9.22	9272.81	11289.65	9266.49	6585	0.029	0.0287	507.67	172.53	189.55	512.1				34.886	79.5	72.9	85.8	91.5	72	76	85	87.9	65.3	0	74.4	69.4	73.2	75.3	93.6	63.3	2.1	4.7			
151	2019-03-21T10:36:24	0.3043	0.375	0.1767	0.4897	67.65	-24.23	7.32	8303.5	10230.83	8751.28	0.3108	0.3785	0.3785	0.1797	0.4922	67.91	-22.97	9.21	9200.5	11202.32	9195.74	6585	0.029	0.0287	507.67	171.14	189.57	512				34.6323	79.5	72.8	85.8	91.5	72	76	85	87.8	65.2	0	74.4	69.4	73.2	75.2	93.6	63.3	2.1	4.7			
152	2019-03-21T10:36:54	0.3043	0.375	0.1766	0.4897	67.65	-24.26	7.32	8295.42	10223.23	8744.53	0.3108	0.3785	0.3785	0.1796	0.4922	67.91	-23	9.22	9191.64	11194.24	9188.21	6591	0.029	0.0287	507.67	171.05	189.37	512				34.5865	79.5	72.8	85.8	91.5	72	76	85	87.9	65.3	0	74.3	69.4	73.1	75.2	93.6	63.3	2.1	4.7			
153	2019-03-21T10:37:24	0.3043	0.3749	0.1766	0.4897	67.64	-24.23	7.3	8334.15	10268.8	8787.11	0.3108	0.3784	0.3784	0.1797	0.4922	67.91	-22.98	9.2	9234.46	11244.17	9233.45	6591	0.029	0.0287	507.67	171.72	189.5	512				34.7537	79.6	72.9	85.8	91.5	72.1	76	85	87.9	65.3	0	74.4	69.4	73.2	75.3	93.6	63.4	2.1	4.7			
154	2019-03-21T10:37:54	0.3041	0.3749	0.1766	0.4897	67.64	-24.28	7.27	8322.39	10258.67	8783.68	0.3107	0.3784	0.3784	0.1796	0.4922	67.9	-23.02	9.17	9221.84	11233.6	9229.78	6598	0.029	0.0287	507.67	171.64	189.59	511.9				34.7038	79.5	72.8	85.7	91.5	72	76	85	87.9	65.3	0	74.3	69.4	73.1	75.2	93.6	63.3	2.1	4.7			
155	2019-03-21T10:38:24	0.3041	0.3749	0.1765	0.4896	67.64	-24.29	7.26	8325.15	10262.63	8789.22	0.3106	0.3784	0.3784	0.1796	0.4922	67.9	-23.03	9.16	9224.99	11237.99	9235.7	6598	0.029	0.0288	507.67	171.71	189.28	511.8				34.723	79.5	72.8	85.7	91.5	72	75.9	85	87.9	65.2	0	74.3	69.4	73.1	75.2	93.6	63.3	2.1	4.7			
156	2019-03-21T10:38:54	0.3039	0.3747	0.1765	0.4895	67.63	-24.3	7.18	8284.9	10214.32	8762.5	0.3104	0.3782	0.3782	0.1795	0.4921	67.89	-23.05	9.08	9180.71	11186.18	9208.33	6606	0.029	0.0288	507.67	171.06	189.34	511.6				34.5816	79.5	72.8	85.7	91.5	72	75.9	85	87.8	65.2	0	74.3	69.4	73.2	75.2	93.6	63.3	2.1	4.7			
157	2019-03-21T10:39:24	0.3039	0.3746	0.1765	0.4895	67.62	-24.3	7.17	8260.84	10184.68	8739.2	0.3104	0.3782	0.3782	0.1795	0.492	67.89	-23.05	9.07	9154.08	11153.77	9183.83	6606	0.029	0.0288	507.67	170.46	189.47	511.5				34.4685	79.5	72.8	85.7	91.5	72	75.9	85	87.8	65.2	0	74.3	69.3	73.2	75.2	93.6	63.3	2.1	4.7			
158	2019-03-21T10:39:54	0.3038	0.3746	0.1764	0.4895	67.62	-24.33	7.15	8152.94	10054.36	8631.87	0.3103	0.3782	0.3782	0.1794	0.492	67.89	-23.08	9.05	9034.76	11011.37	9071.01	6611	0.029	0.0288	507.67	168.44	189.29	511.5				34.0401	79.5	72.7	85.7	91.5	71.9	75.9	84.9	87.8	65.2	0	74.3	69.3	73.1	75.1	93.6	63.2	2.1	4.7			
159	2019-03-21T10:40:24	0.3036	0.3745	0.1763	0.4894	67.61	-24.36	7.08	8071.6	9957.15	8560.82	0.3101	0.3781	0.3781	0.1793	0.4919	67.88	-23.11	8.99	8944.99	10905.76	8996.5	6622	0.029	0.0288	507.67	167.08	189.03	511.2				33.7088	79.4	72.7	85.7	91.5	71.9	75.9	84.9	87.8	65.2	0	74.2	69.2	73.1	75.1	93.6	63.2	2.1	4.7			
160	2019-03-21T10:40:54	0.3034	0.3743	0.1763	0.4893	67.6	-24.38	7.02	8118.97	10017.36	8623.25	0.3099	0.3779	0.3779	0.1793	0.4919	67.87	-23.14	8.93	8997.7	10972.68	9062.48	6627	0.029	0.0288	507.67	168.06	189.05	511				33.9201	79.4	72.7	85.7	91.4	71.9	75.9	84.9	87.8	65.1	0	74.3	69.2	73.2	75.1	93.6	63.2	2.1	4.7			
161	2019-03-21T10:41:24	0.3033	0.3743	0.1762	0.4893	67.6	-24.38	6.99	8128.23	10029.67	8639.19	0.3098	0.3779	0.3779	0.1792	0.4918	67.86	-23.15	8.9	9008.17	10986.27	9079.5	6632	0.029	0.0289	507.67	168.29	188.99	511				33.9561	79.4	72.7	85.7	91.4	71.9	75.9	84.9	87.8	65.1	0	74.2	69.2	73.1	75.1	93.6	63.2	2.1	4.7			
162	2019-03-21T10:41:54	0.3032	0.3743	0.1761	0.4893	67.6	-24.44	6.99	8142.9	10052.89	8660.28	0.3097	0.3779	0.3779	0.1791	0.4918	67.87	-23.21	8.9	9024.79	11012.24	9101.21	6638	0.029	0.0289	507.67	168.64	188.96	510.9				34.0218	79.4	72.6	85.7	91.4	71.8	75.8	84.9	87.8	65.1	0	74.2	69.2	73.1	75	93.6	63.1	2.1	4.7			
163	2019-03-21T10:42:24	0.3031	0.3741	0.1761	0.4892	67.58	-24.41	6.91	8125.79	10029.28	8654.78	0.3096	0.3777	0.3777	0.1791	0.4917	67.85	-23.18	8.82	9005.84	10987.11	9096.42	6643	0.029	0.0289	507.67	168.48	188.77	510.7				33.9752	79.4	72.7	85.7	91.4	71.8	75.8	84.9	87.8	65.1	0	74.2	69.2	73.1	75.1	93.5	63.1	2.1	4.7			
164	2019-03-21T10:42:54	0.303	0.3741	0.1761	0.4891	67.58	-24.45	6.89	8089.05	9987.23	8622.28	0.3095	0.3777	0.3777	0.1791	0.4917	67.85	-23.22	8.8	8965.39	10941.29	9062.04	6651	0.029	0.0289	507.67	167.64	188.98	510.6				33.8223	79.4	72.6	85.7	91.4	71.8	75.8	84.9	87.8	65.1	0	74.2	69.2	73.1	75	93.6	63.1	2.1	4.7			
165	2019-03-21T10:43:24	0.303	0.3741	0.1761	0.4892	67.58	-24.45	6.9	7986.75	9860.92	8510.43	0.3095	0.3777	0.3777	0.1791	0.4917	67.85	-23.22	8.82	8851.94	10802.95	8944.13	6647	0.029	0.0289	507.67	165.47	188.78	510.7				33.3962	79.4	72.6	85.7	91.4	71.8	75.8	84.9	87.8	65.1	0	74.2	69.1	73.1	75	93.5	63.1	2.1	4.7			
166	2019-03-21T10:43:54	0.3028	0.374	0.176	0.4891	67.57	-24.46	6.85	7971.63	9844.1	8506.67	0.3094	0.3776	0.3776	0.179	0.4916	67.84	-23.24	8.76	8835.45	10785.15	8940.71	6653	0.029	0.029	507.67	165.56	188.74	510.5				33.3467	79.4	72.6	85.7	91.4	71.8	75.8	84.9	87.8	65.1	0	74.2	69.1	73.1	75	93.5	63.1	2.1	4.7			
167	2019-03-21T10:44:24	0.3027	0.3738	0.176	0.489	67.56	-24.47	6.79	7985.46	9862.14	8532.41	0.3092	0.3775	0.3775	0.179	0.4916	67.84	-23.25	8.71	8850.97	10805.7	8967.96	6660	0.029	0.029	507.67	165.89	188.45	510.3				33.4107	79.3	72.6	85.7	91.3	71.7	75.8	84.9	87.8	65	0	74.2	69.1	73.1	75	93.5	63	2.1	4.7			
168	2019-03-21T10:44:54	0.3025	0.3737	0.1759	0.4889	67.55	-24.5	6.71	7934.83	9802	8494.49	0.309	0.3773	0.3773	0.1789	0.4915	67.82	-23.28	8.63	8795.3	10740.58	8928.74	6671	0.029	0.029	507.67	164.84	188.58	510.1				33.2048	79.3	72.5	85.6	91.3	71.7	75.8	84.9	87.8	65	0	74.2	69	73.1	74.9	93.5	63	2.1	4.7			
169	2019-03-21T10:45:24	0.3024	0.3737	0.1758	0.4889	67.55	-24.55	6.7	7849.11	9700.58	8409.83	0.3089	0.3773	0.3773	0.1788	0.4914	67.82	-23.33	8.62	8700.66	10629.85	8839.4	6675	0.029	0.029	507.67	163.23	188.37	510				32.8551	79.3	72.5	85.6	91.3	71.6	75.7	84.8	87.7	64.9	0	74.1	68.9	73	74.9	93.5	62.9	2.1	4.7			
170	2019-03-21T10:45:54	0.3022	0.3735	0.1757	0.4888	67.54	-24.57	6.63	7792.74	9633.35	8363.56	0.3087	0.3772	0.3772	0.1787	0.4914	67.82	-23.36	8.55	8638.5	10557.1	8791.17	6685	0.029	0.0291	507.67	162.29	188.06	509.8				32.6389	79.3	72.4	85.6	91.3	71.6	75.7	84.8	87.7	64.9	0	74.1	68.9	73	74.9	93.5	62.9	2.1	4.7			
171	2019-03-21T10:46:24	0.302	0.3734	0.1757	0.4887	67.53	-24.59	6.58	7745.28	9576.53	8322.54	0.3085	0.3771	0.3771	0.1786	0.4913	67.81	-23.39	8.51	8586.13	10495.39	8747.96	6693	0.029	0.0291	507.67	161.49	188	509.7				32.4108	79.3	72.4	85.6	91.3	71.6	75.7	84.8	87.7	64.9	0	74.1	68.9	73	74.9	93.5	62.9	2.1	4.7			
172	2019-03-21T10:46:54	0.3018	0.3733	0.1756	0.4886	67.53	-24.62	6.52	7693.66	9515.59	8280.18	0.3083	0.377	0.377	0.1785	0.4912	67.8	-23.42	8.45	8529.27	10429.31	8704.13	6700	0.029	0.0291	507.67	160.56	187.83	509.5				32.2447	79.2	72.4	85.6	91.3	71.6	75.6	84.8	87.7	64.9	0	74	68.9	73	74.8	93.5	62.8	2.1	4.8			
173	2019-03-21T10:47:24	0.3017	0.3733	0.1755	0.4886	67.52	-24.65	6.5	7669.24	9487.62	8260.39	0.3082	0.377	0.377	0.1785	0.4912	67.8	-23.45	8.43	8502.44	10399	8683.42	6707	0.029	0.0292	507.67	160.12	187.93	509.4				32.1561	79.2	72.4	85.5	91.3	71.6	75.6	84.8	87.7	64.9	0	74	68.8	73	74.8	93.5	62.8	2.1	4.8			
174	2019-03-21T10:47:54	0.3016	0.3732	0.1755	0.4885	67.51	-24.67	6.44	7622.92	9432.11	8221.84	0.3081	0.3769	0.3769	0.1784	0.4911	67.79	-23.47	8.38	8451.31	10338.89	8642.89	6714	0.029	0.0292	507.67	159.17	187.88	509.3				31.9643	79.2	72.3	85.5	91.2	71.5	75.6	84.8	87.7	64.9	0	74	68.8	73	74.8	93.4	62.8	2.1	4.8			
175	2019-03-21T10:48:24	0.3015	0.3732	0.1754	0.4885	67.52	-24.7	6.44	7472.47	9248.8	8062.21	0.308	0.3769	0.3769	0.1784	0.4911	67.79	-23.51	8.38	8284.75	10138.21	8475.02	6716	0.03	0.0292	507.67	156.13	187.79	509.2				31.3436	79.2	72.3	85.5	91.2	71.5	75.6	84.7	87.7	64.8	0	74	68.8	73	74.7	93.4	62.7	2.1	4.8			
176	2019-03-21T10:48:54	0.3013	0.3731	0.1753	0.4884	67.51	-24.74	6.39	7465.96	9243.78	8066.75	0.3078	0.3768	0.3768	0.1783	0.4911	67.79	-23.54	8.33	8277.85	10133.19	8479.96	6723	0.03	0.0293	507.67	156.1	187.71	509.1				31.3256	79.1	72.3	85.5	91.2	71.4	75.5	84.7	87.7	64.8	0	73.9	68.7	72.9	74.7	93.4	62.7	2.1	4.8			
177	2019-03-21T10:49:24	0.3012	0.3729	0.1753	0.4883	67.49	-24.74	6.31	7505	9292.59	8123.28	0.3076	0.3766	0.3766	0.1782	0.491	67.77	-23.55	8.25	8321.36	10187.73	8539.9	6734	0.03	0.0293	507.67	157.33	187.45	508.9				31.509	79.2	72.3	85.5	91.2	71.4	75.6	84.7	87.7	64.8	0	74	68.7	73	74.7	93.4	62.7	2.1	4.8			
178	2019-03-21T10:49:54	0.3009	0.3728	0.1752	0.4883	67.48	-24.78	6.25	7551.15	9353.62	8186.96	0.3074	0.3766	0.3766	0.1781	0.4909	67.77	-23.6	8.2	8372.8	10255.49	8606.51	6743	0.03	0.0293	507.67	158.23	187.38	508.7				31.72	79.1	72.2	85.5	91.2	71.4	75.5	84.7	87.7	64.8	0	73.9	68.7	72.9	74.6	93.4	62.6	2.1	4.8			
179	2019-03-21T10:50:24	0.3007	0.3726	0.1751	0.4881	67.47	-24.8	6.18	7726.11	9572.27	8391.26	0.3072	0.3764	0.3764	0.178	0.4908	67.75	-23.62	8.12	8567.3	10495.89	8822.13	6750	0.03	0.0293	507.67	161.89	187.26	508.5				32.4607	79.1	72.2	85.5	91.1	71.3	75.5	84.7	87.6	64.7	0	73.9	68.6	72.9	74.6	93.4	62.6	2.1	4.8			
180	2019-03-21T10:50:54	0.3007	0.3726	0.1751	0.4881	67.47	-24.82	6.16	7713.28	9557.85	8383.16	0.3071	0.3764	0.3764	0.178	0.4908	67.75	-23.64	8.1	8553.21	10480.48	8813.83	6753	0.03	0.0294	507.67	161.68	187.17	508.4				32.4188	79.1	72.1	85.4	91.1	71.3	75.5	84.7	87.6	64.7	0	73.9	68.6	72.9	74.6	93.4	62.6	2.1	4.8			
181	2019-03-21T10:51:25	0.3006	0.3725	0.175	0.4881	67.47	-24.83	6.14	7706.35	9550.56	8380.12	0.3071	0.3763	0.3763	0.178	0.4907	67.75	-23.66	8.08	8545.65	10472.72	8810.55	6757	0.03	0.0294	507.67	161.79	186.91	508.4				32.3888	79.1	72.1	85.4	91.1	71.3	75.5	84.7	87.6	64.7	0	73.9	68.5	72.9	74.6	93.4	62.5	2.1	4.8			
182	2019-03-21T10:51:55	0.3004	0.3725	0.175	0.488	67.46	-24.87	6.1	7622.59	9450.38	8298.14	0.3069	0.3763	0.3763	0.1779	0.4907	67.75	-23.7	8.05	8453.18	10363.41	8724.38	6766	0.03	0.0294	507.67	160.13	186.9	508.3				32.0506	79	72.1	85.4	91.1	71.2	75.4	84.6	87.6	64.6	0	73.8	68.5	72.9	74.5	93.3	62.5	2.1	4.8			
183	2019-03-21T10:52:25	0.3004	0.3725	0.1749	0.488	67.46	-24.9	6.09	7457.66	9247.95	8122.92	0.3069	0.3763	0.3763	0.1778	0.4907	67.75	-23.73	8.04	8270.48	10141.67	8540.13	6767	0.03	0.0295	507.67	156.68	186.93	508.2				31.3594	79	72	85.4	91.1	71.2	75.4	84.6	87.6	64.6	0	73.8	68.4	72.9	74.5	93.3	62.4	2.1	4.8			
184	2019-03-21T10:52:55	0.3003	0.3724	0.1749	0.488	67.46	-24.91	6.06	7349.5	9114.99	8011.91	0.3068	0.3762	0.3762	0.1778	0.4906	67.74	-23.74	8.01	8150.55	9996.29	8423.12	6774	0.03	0.0295	507.67	154.59	186.73	508.1				30.909	79	72	85.4	91.1	71.2	75.4	84.6	87.6	64.6	0	73.8	68.4	72.8	74.5	93.3	62.5	2.1	4.8			
185	2019-03-21T10:53:25	0.3001	0.3723	0.1748	0.4879	67.45	-24.93	5.99	7265.77	9012.96	7933.25	0.3066	0.3761	0.3761	0.1777	0.4906	67.73	-23.77	7.95	8058.01	9885.12	8341.09	6783	0.03	0.0295	507.67	152.98	186.73	508				30.5712	79	72	85.4	91.1	71.2	75.4	84.6	87.6	64.6	0	73.8	68.4	72.9	74.5	93.3	62.4	2.1	4.8			
186	2019-03-21T10:53:55	0.3	0.3723	0.1748	0.4879	67.45	-24.96	5.99	7227.48	8967.87	7894.15	0.3065	0.3761	0.3761	0.1777	0.4906	67.73	-23.79	7.94	8015.88	9835.82	8300.13	6783	0.03	0.0295	507.67	152.14	186.57	508				30.4142	78.9	72	85.3	91.1	71.1	75.3	84.6	87.6	64.5	0	73.7	68.3	72.8	74.4	93.3	62.4	2.1	4.8			
187	2019-03-21T10:54:25	0.2998	0.3721	0.1747	0.4878	67.44	-24.98	5.93	7250.14	8998.11	7931.24	0.3063	0.376	0.376	0.1776	0.4905	67.72	-23.82	7.88	8041.2	9869.67	8339.29	6792	0.03	0.0296	507.67	152.77	186.51	507.8				30.5255	78.9	71.9	85.3	91.1	71.1	75.3	84.6	87.6	64.6	0	73.7	68.3	72.8	74.4	93.3	62.4	2.1	4.8			
188	2019-03-21T10:54:55	0.2997	0.372	0.1746	0.4877	67.43	-25	5.86	7286.63	9045.19	7984.73	0.3061	0.3758	0.3758	0.1775	0.4904	67.71	-23.85	7.82	8081.9	9922.28	8396.02	6803	0.03	0.0296	507.67	153.85	186.3	507.6				30.6953	79	72	85.3	91.1	71.1	75.3	84.6	87.6	64.6	0	73.7	68.3	72.8	74.4	93.3	62.4	2.1	4.8			
189	2019-03-21T10:55:25	0.2996	0.3718	0.1746	0.4876	67.41	-24.99	5.8	7314.24	9078.7	8023.14	0.306	0.3757	0.3757	0.1775	0.4903	67.7	-23.84	7.77	8112.59	9959.38	8436.65	6808	0.03	0.0296	507.67	154.25	186.5	507.5				30.817	78.9	71.9	85.3	91.1	71.1	75.3	84.6	87.6	64.6	0	73.7	68.3	72.8	74.4	93.3	62.4	2.1	4.8			
190	2019-03-21T10:55:55	0.2995	0.3719	0.1746	0.4876	67.42	-25.02	5.82	7271.65	9027.9	7976.12	0.306	0.3758	0.3758	0.1775	0.4903	67.71	-23.87	7.78	8065.48	9903.7	8386.76	6810	0.03	0.0296	507.67	153.41	186.46	507.5				30.6303	78.9	71.9	85.3	91	71.1	75.3	84.6	87.6	64.5	0	73.7	68.3	72.8	74.4	93.3	62.3	2.1	4.8			
