;GL_SpectroSoft	3.1.07
;SPX	6.4.2(0.7.2)
Pos	Name	x2	y2	u2'	v2'	L2	a2	b2	X2	Y2	Z2	x10	y10	y10	u10'	v10'	L10	a10	b10	X10	Y10	Z10	CCT	ChErr	Duv	ColPeak	ColPeakVal	Lambda2	ColDom	LumInt	LumEff	Purity	Radiometric	Ra	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	Mivis	Miuv	Binning	Brightness	Pass
10	2019-03-20T09:23:50	0.3592	0.4002	0.2028	0.5084	69.48	-13.03	22.99	41541.4	46278.08	27825.78	0.3654	0.4013	0.4013	0.2063	0.5098	69.56	-11.32	24.4	45367.54	49816.51	28959.75	4722	0.022	0.0174	550.45	690.87	270.6	567.4				170.2109	87.9	85.8	91.3	96.1	82.6	85.3	90.3	91.7	80.5	47.6	83.3	81.6	75.9	86.5	97.4	79.4	1.6	3.1			
11	2019-03-20T09:24:20	0.3593	0.4002	0.2029	0.5085	69.48	-13	23.01	41792.75	46547.62	27973.42	0.3655	0.4013	0.4013	0.2064	0.5098	69.56	-11.3	24.42	45641.06	50106.54	29113.49	4720	0.022	0.0173	550.45	694.66	270.42	567.5				171.2001	87.9	85.8	91.3	96.1	82.6	85.3	90.3	91.7	80.5	47.6	83.4	81.6	75.9	86.5	97.4	79.4	1.6	3.1			
12	2019-03-20T09:24:50	0.3595	0.4002	0.203	0.5085	69.48	-12.94	23.04	41639.29	46352.17	27833.36	0.3657	0.4013	0.4013	0.2065	0.5098	69.56	-11.24	24.46	45469.02	49894.23	28965.18	4714	0.022	0.0173	550.45	691.75	270.94	567.5				170.7531	88	85.9	91.3	96.1	82.8	85.4	90.3	91.7	80.7	48.1	83.5	81.7	76	86.6	97.4	79.5	1.6	3.1			
13	2019-03-20T09:25:21	0.3229	0.2957	0.2189	0.4508	61.28	9.94	-11.8	3737.77	3422.19	4414.74	0.319	0.2956	0.2956	0.216	0.4502	61.27	8.58	-12.31	4069.49	3770.53	4915.57	6116	0.028	-0.0206	751	235.1	0	360				25.6762	80.7	75.5	87.1	93.6	74.3	76.9	87.1	87.4	63.9	3.1	75.6	73.3	71.7	77.7	95.6	63.6	2	2.8			
14	2019-03-20T09:56:52	0.3551	0.3978	0.2011	0.5069	69.31	-13.67	21.59	38435.51	43060.21	26745.89	0.3613	0.3991	0.3991	0.2045	0.5083	69.4	-12	23.01	42015.44	46408.6	27872.83	4830	0.023	0.0178	550.45	645.71	269.4	566.2				157.4985	87.4	85.1	91.1	95.8	82	84.8	90.1	91.4	79.4	44.3	83	80.9	75.5	85.9	97.2	78.4	1.5	3.1			
15	2019-03-20T09:57:23	0.3551	0.3979	0.2011	0.5069	69.32	-13.67	21.62	38950.12	43639.16	27089.15	0.3613	0.3991	0.3991	0.2045	0.5083	69.41	-12.01	23.04	42578.56	47031.39	28229.56	4830	0.023	0.0178	550.45	654.1	269.35	566.2				159.5219	87.4	85	91	95.8	81.9	84.7	90	91.4	79.4	44.2	82.9	80.9	75.5	85.9	97.2	78.3	1.6	3.1			
16	2019-03-20T09:57:52	0.3551	0.3977	0.2011	0.5068	69.31	-13.62	21.57	39059	43743.62	27180.65	0.3613	0.399	0.399	0.2046	0.5082	69.4	-11.97	23	42695.45	47145.69	28325.47	4829	0.022	0.0177	550.45	655.76	269.49	566.2				159.997	87.5	85.1	91.1	95.8	82	84.8	90.1	91.4	79.5	44.4	83	81	75.6	86	97.2	78.4	1.5	3.1			
17	2019-03-20T09:58:23	0.3552	0.3979	0.2011	0.5069	69.32	-13.65	21.61	38932.27	43611.95	27074.79	0.3614	0.3991	0.3991	0.2045	0.5083	69.4	-11.99	23.03	42558.25	47001.96	28215.41	4829	0.023	0.0178	550.45	653.26	269.45	566.2				159.4717	87.4	85.1	91	95.9	82	84.8	90.1	91.4	79.4	44.3	83	80.9	75.5	85.9	97.2	78.4	1.5	3.1			
18	2019-03-20T09:58:53	0.3551	0.3978	0.2011	0.5069	69.31	-13.66	21.59	39172.62	43884.35	27255.21	0.3613	0.3991	0.3991	0.2045	0.5083	69.4	-12	23.02	42821.71	47296.3	28404.18	4830	0.023	0.0178	550.45	657.5	269.3	566.2				160.4293	87.4	85	91	95.8	82	84.7	90.1	91.4	79.4	44.2	82.9	80.9	75.5	85.9	97.2	78.3	1.5	3.1			
19	2019-03-20T09:59:23	0.3551	0.3978	0.2011	0.5068	69.31	-13.65	21.57	39466.56	44211.07	27471.9	0.3613	0.399	0.399	0.2045	0.5082	69.4	-11.99	22.99	43142.67	47649.08	28629.47	4830	0.022	0.0178	550.45	662.9	269.3	566.2				161.6424	87.4	85	91.1	95.8	81.9	84.7	90.1	91.3	79.4	44.2	83	80.9	75.5	85.9	97.2	78.3	1.5	3.1			
20	2019-03-20T09:59:53	0.3552	0.3978	0.2011	0.5069	69.31	-13.65	21.6	39767.93	44545.85	27661.11	0.3613	0.3991	0.3991	0.2045	0.5083	69.4	-11.99	23.03	43471.02	48009.51	28825.2	4829	0.023	0.0178	550.45	667.42	269.54	566.2				162.8834	87.5	85.1	91.1	95.8	82	84.8	90.1	91.4	79.5	44.4	83	80.9	75.5	85.9	97.2	78.4	1.5	3.1			
21	2019-03-20T10:00:23	0.355	0.3978	0.2011	0.5068	69.31	-13.67	21.57	39795.7	44584.5	27707.78	0.3612	0.399	0.399	0.2045	0.5082	69.4	-12.01	22.99	43502.64	48052.83	28874.47	4832	0.023	0.0178	550.45	667.74	269.25	566.2				162.9845	87.4	85	91.1	95.8	82	84.8	90.1	91.3	79.4	44.3	83	80.9	75.5	85.9	97.2	78.3	1.5	3.1			
22	2019-03-20T10:00:53	0.355	0.3977	0.2011	0.5068	69.31	-13.67	21.56	39926.21	44732.7	27806.88	0.3612	0.399	0.399	0.2045	0.5082	69.4	-12.01	22.98	43645.65	48213.1	28978.61	4833	0.023	0.0178	550.45	670.21	269.27	566.2				163.5135	87.4	85	91.1	95.8	82	84.8	90.1	91.3	79.4	44.2	83	80.9	75.5	85.9	97.2	78.3	1.5	3.1			
23	2019-03-20T10:01:23	0.3549	0.3976	0.201	0.5068	69.3	-13.67	21.49	39760.14	44547.87	27732.8	0.361	0.3989	0.3989	0.2044	0.5082	69.39	-12.02	22.92	43464.39	48016.91	28902.68	4836	0.023	0.0178	550.45	667.65	269.39	566.1				162.8629	87.4	85.1	91.1	95.8	82	84.8	90.1	91.3	79.4	44.3	83	80.9	75.6	85.9	97.1	78.3	1.5	3.1			
24	2019-03-20T10:01:53	0.3548	0.3975	0.201	0.5067	69.29	-13.68	21.46	39378.48	44123.13	27490.79	0.361	0.3988	0.3988	0.2044	0.5081	69.38	-12.03	22.88	43047.78	47560.38	28651.6	4839	0.023	0.0178	550.45	660.99	269.35	566.1				161.3271	87.4	85.1	91.1	95.8	82	84.8	90.1	91.3	79.4	44.3	83	80.9	75.6	85.9	97.2	78.3	1.5	3.1			
25	2019-03-20T10:02:23	0.3548	0.3976	0.2009	0.5067	69.3	-13.71	21.47	39205.78	43941.27	27367.96	0.3609	0.3989	0.3989	0.2044	0.5081	69.39	-12.06	22.9	42860.21	47365.07	28521.97	4839	0.023	0.0178	550.45	658.05	269.42	566.1				160.5165	87.4	85	91.1	95.8	81.9	84.7	90.1	91.3	79.3	44	83	80.9	75.6	85.9	97.1	78.3	1.5	3.1			
26	2019-03-20T10:02:53	0.3547	0.3975	0.2009	0.5067	69.29	-13.7	21.44	39197.13	43927.53	27378.85	0.3609	0.3988	0.3988	0.2044	0.5081	69.38	-12.05	22.87	42850.97	47349.65	28535.69	4841	0.023	0.0178	550.45	658.6	269.13	566.1				160.4822	87.4	85	91	95.8	81.9	84.7	90.1	91.3	79.4	44.1	83	80.9	75.5	85.9	97.2	78.3	1.5	3.1			
27	2019-03-20T10:03:23	0.3546	0.3975	0.2009	0.5067	69.29	-13.72	21.42	39142.38	43874	27359.78	0.3608	0.3988	0.3988	0.2043	0.5081	69.38	-12.07	22.84	42791.96	47292.85	28515.98	4844	0.023	0.0178	550.45	657.86	269.26	566				160.2715	87.4	85	91	95.8	81.9	84.7	90.1	91.3	79.4	44.1	83	80.9	75.5	85.9	97.2	78.3	1.5	3.1			
28	2019-03-20T10:03:53	0.3546	0.3974	0.2009	0.5066	69.28	-13.69	21.38	39241.88	43975.5	27447.45	0.3608	0.3986	0.3986	0.2043	0.508	69.37	-12.04	22.81	42900.01	47404.2	28608.4	4844	0.023	0.0178	550.45	658.63	269.41	566				160.7108	87.4	85	91.1	95.8	81.9	84.8	90.1	91.3	79.4	44.2	83	80.9	75.6	85.9	97.1	78.3	1.5	3.1			
29	2019-03-20T10:04:23	0.3545	0.3975	0.2008	0.5066	69.29	-13.76	21.39	39204.41	43956.2	27429.18	0.3607	0.3987	0.3987	0.2043	0.5081	69.38	-12.1	22.82	42861.29	47383.77	28588.43	4846	0.023	0.0179	550.45	659.26	269.14	566				160.5006	87.4	85	91	95.8	81.9	84.7	90.1	91.3	79.3	43.9	83	80.9	75.5	85.8	97.1	78.2	1.5	3.1			
30	2019-03-20T10:04:53	0.3545	0.3975	0.2008	0.5066	69.29	-13.75	21.38	39528.19	44316.96	27657.95	0.3607	0.3987	0.3987	0.2043	0.508	69.38	-12.09	22.81	43215.41	47772.03	28827.45	4846	0.023	0.0178	550.45	664.18	269.12	566				161.8322	87.4	84.9	91	95.8	81.9	84.7	90	91.3	79.3	43.9	82.9	80.8	75.5	85.8	97.1	78.2	1.5	3.1			
31	2019-03-20T10:05:23	0.3543	0.3973	0.2008	0.5066	69.28	-13.76	21.32	39562.57	44361.77	27726.15	0.3605	0.3986	0.3986	0.2042	0.508	69.37	-12.11	22.75	43254.08	47822.96	28900.36	4850	0.023	0.0179	550.45	665.38	269.12	565.9				162.0296	87.4	84.9	91	95.8	81.9	84.7	90	91.3	79.3	43.9	83	80.8	75.5	85.8	97.1	78.2	1.5	3.1			
32	2019-03-20T10:05:53	0.3543	0.3973	0.2008	0.5065	69.28	-13.76	21.3	39741.78	44563.01	27864.37	0.3605	0.3986	0.3986	0.2042	0.5079	69.37	-12.11	22.73	43450.53	48039.91	29046.1	4852	0.023	0.0178	550.45	668.58	268.97	565.9				162.7241	87.4	84.9	91	95.8	81.9	84.7	90	91.3	79.3	43.9	82.9	80.8	75.5	85.8	97.1	78.2	1.5	3.1			
33	2019-03-20T10:06:23	0.3543	0.3973	0.2008	0.5066	69.28	-13.78	21.32	39519.53	44318.19	27700.79	0.3605	0.3986	0.3986	0.2042	0.508	69.37	-12.13	22.75	43207.84	47776.86	28874.31	4852	0.023	0.0179	550.45	664.09	269.07	565.9				161.795	87.4	84.9	91	95.8	81.9	84.7	90	91.3	79.2	43.7	82.9	80.8	75.5	85.8	97.1	78.2	1.5	3.1			
34	2019-03-20T10:06:53	0.3543	0.3973	0.2008	0.5065	69.28	-13.76	21.31	39307.86	44075.89	27554.03	0.3605	0.3986	0.3986	0.2042	0.508	69.37	-12.11	22.74	42975.51	47515.58	28720.9	4851	0.023	0.0178	550.45	660.77	269.04	565.9				160.8881	87.4	84.9	91	95.8	81.9	84.7	90.1	91.3	79.3	43.9	83	80.8	75.5	85.8	97.1	78.2	1.5	3.1			
35	2019-03-20T10:07:23	0.3542	0.3973	0.2007	0.5065	69.27	-13.78	21.29	39352.21	44131.78	27602.74	0.3604	0.3985	0.3985	0.2042	0.5079	69.37	-12.13	22.72	43025.16	47576.68	28773.35	4853	0.023	0.0179	550.45	662.21	269	565.9				161.0833	87.4	84.9	91	95.8	81.9	84.7	90.1	91.3	79.3	43.8	83	80.8	75.5	85.8	97.1	78.2	1.5	3.1			
36	2019-03-20T10:07:53	0.3542	0.3972	0.2007	0.5065	69.27	-13.77	21.27	39469.39	44260.8	27693.28	0.3604	0.3985	0.3985	0.2042	0.5079	69.36	-12.13	22.7	43152.84	47716.5	28868.13	4854	0.023	0.0179	550.45	664.04	268.9	565.9				161.5179	87.4	85	91	95.8	81.9	84.7	90.1	91.3	79.3	44	83	80.9	75.5	85.8	97.1	78.2	1.5	3.1			
37	2019-03-20T10:08:23	0.3541	0.3972	0.2007	0.5065	69.27	-13.78	21.24	39593.6	44402.92	27806.16	0.3603	0.3985	0.3985	0.2041	0.5079	69.36	-12.14	22.67	43288.54	47872	28984.55	4856	0.023	0.0178	550.45	665.81	268.75	565.9				162.0433	87.4	85	91	95.8	81.9	84.7	90.1	91.3	79.3	44	83	80.9	75.6	85.9	97.1	78.2	1.5	3.1			
38	2019-03-20T10:08:53	0.3541	0.3972	0.2007	0.5065	69.27	-13.79	21.25	39813.36	44652.23	27955.36	0.3603	0.3985	0.3985	0.2041	0.5079	69.36	-12.15	22.68	43528.86	48141.12	29138.39	4856	0.023	0.0179	550.45	669.4	268.86	565.9				162.9012	87.4	85	91	95.8	81.9	84.7	90.1	91.3	79.3	43.9	83	80.9	75.5	85.8	97.1	78.2	1.5	3.1			
39	2019-03-20T10:09:23	0.354	0.3971	0.2007	0.5064	69.26	-13.8	21.21	40019.94	44889.88	28126.8	0.3602	0.3984	0.3984	0.2041	0.5079	69.36	-12.16	22.64	43756.86	48397.79	29322.33	4858	0.023	0.0179	550.45	673.46	268.68	565.8				163.761	87.4	84.9	91	95.8	81.8	84.7	90.1	91.3	79.2	43.8	83	80.8	75.5	85.8	97.1	78.1	1.5	3.1			
40	2019-03-20T10:09:53	0.354	0.397	0.2007	0.5064	69.25	-13.77	21.17	39846.67	44683.83	28025.4	0.3602	0.3983	0.3983	0.2041	0.5078	69.35	-12.14	22.6	43565.36	48177.66	29214.61	4859	0.023	0.0178	550.45	670.41	269.15	565.8				163.0786	87.4	85	91.1	95.8	81.9	84.7	90.1	91.3	79.3	44	83.1	80.9	75.6	85.9	97.1	78.2	1.5	3.1			
41	2019-03-20T10:10:23	0.354	0.397	0.2006	0.5064	69.26	-13.8	21.18	39991.32	44858.63	28130.82	0.3601	0.3983	0.3983	0.204	0.5078	69.35	-12.16	22.61	43724.99	48365.58	29325.27	4860	0.023	0.0179	550.45	672.59	268.7	565.8				163.629	87.4	84.9	91	95.8	81.9	84.7	90.1	91.3	79.3	43.9	83	80.8	75.5	85.8	97.1	78.2	1.5	3.1			
42	2019-03-20T10:10:53	0.3539	0.3971	0.2006	0.5064	69.26	-13.83	21.17	39961.07	44835.46	28119.7	0.3601	0.3984	0.3984	0.204	0.5078	69.35	-12.19	22.6	43693.18	48341.44	29313.05	4863	0.023	0.0179	550.45	672.45	268.84	565.8				163.5026	87.3	84.9	91	95.8	81.8	84.7	90.1	91.3	79.3	43.8	83	80.8	75.5	85.8	97.1	78.1	1.5	3.1			
43	2019-03-20T10:11:24	0.3542	0.3973	0.2007	0.5065	69.28	-13.81	21.28	39752.44	44591.97	27899.55	0.3603	0.3986	0.3986	0.2041	0.5079	69.37	-12.17	22.72	43461.8	48077.31	29075.75	4856	0.023	0.0179	550.45	668.6	268.74	565.9				162.3839	87.4	85	91.1	95.7	81.8	84.7	90.1	91.2	79.3	43.8	83	80.9	75.5	85.9	97.1	78.2	1.6	3.2			
44	2019-03-20T10:11:54	0.3538	0.397	0.2006	0.5063	69.25	-13.82	21.12	39447.28	44255.95	27786.31	0.36	0.3982	0.3982	0.204	0.5078	69.34	-12.18	22.55	43132.28	47717.51	28969.32	4865	0.023	0.0179	550.45	663.97	268.62	565.8				161.3886	87.4	84.9	91	95.8	81.8	84.7	90.1	91.3	79.3	43.8	83	80.8	75.5	85.8	97.1	78.1	1.5	3.1			
45	2019-03-20T10:12:24	0.3537	0.3969	0.2005	0.5063	69.25	-13.85	21.08	39441.65	44259.47	27815.58	0.3598	0.3982	0.3982	0.2039	0.5077	69.34	-12.21	22.51	43127.37	47723.93	29000.71	4868	0.023	0.0179	550.45	663.8	268.76	565.7				161.4115	87.3	84.9	91	95.7	81.8	84.7	90.1	91.3	79.2	43.7	83	80.8	75.6	85.8	97.1	78.1	1.5	3.1			
46	2019-03-20T10:12:54	0.3537	0.3968	0.2005	0.5063	69.24	-13.84	21.06	39366.34	44172.35	27772.54	0.3598	0.3981	0.3981	0.2039	0.5077	69.34	-12.21	22.49	43044.53	47630.47	28955.62	4869	0.023	0.0179	550.45	663.17	268.48	565.7				161.0117	87.4	84.9	91	95.8	81.8	84.7	90.1	91.3	79.3	43.8	83	80.8	75.6	85.8	97.1	78.1	1.5	3.1			
47	2019-03-20T10:13:24	0.3535	0.3966	0.2005	0.5062	69.23	-13.82	20.98	39490.39	44304.8	27909.1	0.3597	0.3979	0.3979	0.2039	0.5076	69.32	-12.2	22.41	43179.93	47776.87	29100.73	4873	0.023	0.0178	550.45	664.86	268.53	565.7				161.563	87.4	85	91.1	95.8	81.9	84.7	90.1	91.3	79.3	44	83.1	80.9	75.6	85.9	97.1	78.2	1.5	3.1			
48	2019-03-20T10:13:54	0.3535	0.3967	0.2005	0.5062	69.24	-13.86	21	39552.25	44389.25	27947.53	0.3596	0.398	0.398	0.2038	0.5076	69.33	-12.23	22.43	43249.08	47866.99	29138.95	4874	0.023	0.0179	550.45	666.47	268.47	565.7				161.8083	87.3	84.9	91	95.8	81.8	84.7	90.1	91.3	79.3	43.7	83	80.8	75.5	85.8	97.1	78.1	1.5	3.1			
49	2019-03-20T10:14:24	0.3534	0.3966	0.2004	0.5061	69.23	-13.87	20.96	39603.52	44449.02	28015.95	0.3595	0.3979	0.3979	0.2038	0.5076	69.32	-12.24	22.38	43306.08	47934.54	29213.88	4876	0.023	0.0179	550.45	666.69	268.33	565.6				162.039	87.4	84.9	91	95.7	81.8	84.7	90.1	91.3	79.2	43.7	83	80.8	75.6	85.8	97.1	78.1	1.5	3.1			
50	2019-03-20T10:14:54	0.3534	0.3965	0.2004	0.5061	69.22	-13.84	20.93	39473.6	44294.74	27935.03	0.3595	0.3979	0.3979	0.2038	0.5075	69.32	-12.22	22.36	43162.95	47768.46	29129.83	4876	0.023	0.0179	550.45	664.53	268.79	565.6				161.4912	87.4	84.9	91.1	95.7	81.9	84.7	90.1	91.3	79.3	43.9	83.1	80.9	75.7	85.9	97.1	78.2	1.5	3.1			
51	2019-03-20T10:15:24	0.3533	0.3965	0.2004	0.5061	69.22	-13.84	20.89	39462.93	44283.06	27950.87	0.3594	0.3978	0.3978	0.2038	0.5075	69.31	-12.22	22.32	43151.51	47757.98	29147.8	4877	0.023	0.0178	550.45	664.57	268.35	565.6				161.4249	87.4	84.9	91.1	95.7	81.9	84.7	90.1	91.3	79.3	43.9	83.1	80.9	75.7	85.9	97.1	78.2	1.5	3.1			
52	2019-03-20T10:15:54	0.3533	0.3965	0.2004	0.5061	69.22	-13.87	20.9	39324.69	44139.89	27857.94	0.3594	0.3978	0.3978	0.2037	0.5075	69.32	-12.26	22.33	43001.11	47603.59	29048.72	4880	0.023	0.0179	550.45	662.28	268.49	565.6				160.8257	87.4	84.9	91.1	95.7	81.9	84.7	90.1	91.3	79.3	43.9	83.1	80.9	75.7	85.8	97.1	78.1	1.5	3.1			
53	2019-03-20T10:16:24	0.3532	0.3965	0.2004	0.506	69.22	-13.88	20.87	38913.46	43681.39	27584.72	0.3593	0.3978	0.3978	0.2037	0.5075	69.31	-12.26	22.3	42552.79	47109.28	28766.8	4881	0.023	0.0179	550.45	656.17	268.02	565.6				159.1711	87.4	84.9	91	95.7	81.8	84.7	90.1	91.3	79.3	43.8	83	80.9	75.7	85.8	97.1	78.1	1.5	3.1			
54	2019-03-20T10:16:54	0.3531	0.3963	0.2004	0.506	69.21	-13.85	20.82	38893.35	43647.13	27595.26	0.3593	0.3977	0.3977	0.2037	0.5074	69.3	-12.24	22.25	42528.99	47075.29	28776.85	4882	0.023	0.0178	550.45	654.99	268.29	565.6				159.1043	87.4	85	91.1	95.7	81.9	84.8	90.2	91.3	79.3	44	83.1	80.9	75.7	85.9	97.1	78.2	1.5	3.1			
55	2019-03-20T10:17:24	0.3531	0.3963	0.2003	0.506	69.21	-13.87	20.83	38344.52	43040.5	27209.06	0.3592	0.3977	0.3977	0.2037	0.5074	69.3	-12.26	22.26	41930.08	46421.24	28374.69	4884	0.023	0.0179	550.45	645.56	268.32	565.5				156.7901	87.4	84.9	91.1	95.7	81.9	84.7	90.1	91.3	79.3	43.9	83.1	80.9	75.7	85.9	97.1	78.2	1.5	3.1			
56	2019-03-20T10:17:54	0.3531	0.3963	0.2004	0.506	69.21	-13.86	20.81	38866.61	43620.54	27582.36	0.3592	0.3976	0.3976	0.2037	0.5074	69.3	-12.25	22.24	42500.55	47046.52	28765.16	4884	0.023	0.0178	548.69	654.48	268.4	565.6				158.9233	87.4	85	91.1	95.7	81.9	84.8	90.1	91.3	79.4	44	83.1	80.9	75.7	85.9	97.1	78.2	1.5	3.1			
57	2019-03-20T10:18:24	0.353	0.3962	0.2003	0.5059	69.2	-13.86	20.77	38667.78	43399.97	27472.28	0.3591	0.3976	0.3976	0.2037	0.5073	69.3	-12.26	22.2	42283.41	46810.64	28649.58	4886	0.023	0.0178	550.45	651.28	268.09	565.5				158.0885	87.4	85	91.1	95.7	81.9	84.8	90.2	91.3	79.3	44	83.1	80.9	75.7	85.9	97.1	78.2	1.5	3.1			
58	2019-03-20T10:18:54	0.3529	0.3962	0.2003	0.5059	69.2	-13.88	20.74	38639.44	43373.89	27471.12	0.359	0.3975	0.3975	0.2036	0.5073	69.29	-12.27	22.18	42253.32	46783.37	28650.4	4888	0.023	0.0179	550.45	651.54	267.81	565.5				157.9833	87.4	84.9	91.1	95.7	81.9	84.8	90.2	91.3	79.3	44	83.1	80.9	75.7	85.9	97.1	78.2	1.5	3.1			
59	2019-03-20T10:19:24	0.3529	0.3963	0.2003	0.5059	69.2	-13.9	20.77	38656.16	43401.61	27471.64	0.359	0.3976	0.3976	0.2036	0.5074	69.3	-12.29	22.2	42272.85	46813.12	28650.07	4888	0.023	0.0179	550.45	651.69	267.98	565.5				157.9959	87.4	84.9	91.1	95.7	81.8	84.7	90.1	91.3	79.2	43.7	83.1	80.9	75.7	85.8	97.1	78.1	1.5	3.1			
60	2019-03-20T10:19:54	0.3528	0.3961	0.2003	0.5058	69.19	-13.89	20.7	38799.46	43557.57	27612.51	0.3589	0.3975	0.3975	0.2036	0.5073	69.29	-12.29	22.14	42428.75	46983.8	28798.33	4891	0.023	0.0179	550.45	653.43	268.1	565.5				158.6642	87.4	85	91.1	95.7	81.9	84.8	90.2	91.3	79.4	44	83.2	80.9	75.8	85.9	97.1	78.2	1.5	3.1			
61	2019-03-20T10:20:24	0.3528	0.396	0.2003	0.5058	69.18	-13.86	20.67	38347.99	43041.49	27304.81	0.3589	0.3974	0.3974	0.2036	0.5072	69.28	-12.26	22.1	41934.7	46427.69	28479.74	4891	0.023	0.0178	550.45	645.93	267.93	565.5				156.7584	87.4	85	91.1	95.7	81.9	84.8	90.2	91.3	79.4	44.1	83.2	81	75.8	85.9	97.1	78.2	1.5	3.1			
62	2019-03-20T10:20:54	0.3528	0.3961	0.2003	0.5058	69.19	-13.89	20.69	38482.66	43200.93	27394.08	0.3589	0.3974	0.3974	0.2036	0.5073	69.28	-12.28	22.12	42083.07	46598.87	28573.79	4891	0.023	0.0179	550.45	648.34	267.88	565.5				157.2761	87.4	84.9	91.1	95.7	81.9	84.8	90.2	91.3	79.4	44	83.1	80.9	75.8	85.9	97.1	78.2	1.5	3.1			
