;GL_SpectroSoft	3.1.07
;SPX	6.4.2(0.7.2)
Pos	Name	x2	y2	u2'	v2'	L2	a2	b2	X2	Y2	Z2	x10	y10	y10	u10'	v10'	L10	a10	b10	X10	Y10	Z10	CCT	ChErr	Duv	ColPeak	ColPeakVal	Lambda2	ColDom	LumInt	LumEff	Purity	Radiometric	Ra	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	Mivis	Miuv	Binning	Brightness	Pass
16	2019-04-01T10:31:10	0.3626	0.4007	0.2048	0.5091	69.52	-12.07	23.74	29852.3	32988.16	19481.57	0.3688	0.4017	0.4017	0.2082	0.5104	69.59	-10.38	25.12	32568.3	35480.48	20271.91	4629	0.021	0.0164	550.45	492.07	272.08	568.6				122.4851	88.7	86.7	91.8	96.3	83.6	86.2	90.7	92.1	81.9	51.9	84.2	82.7	76.8	87.3	97.6	80.7	1.5	3.1			
17	2019-04-01T10:31:40	0.3626	0.4007	0.2048	0.5091	69.52	-12.05	23.73	30081.66	33237.09	19634.41	0.3687	0.4017	0.4017	0.2083	0.5104	69.59	-10.37	25.1	32817.95	35748.77	20431.54	4629	0.021	0.0164	550.45	495.73	271.98	568.6				123.438	88.7	86.7	91.8	96.3	83.6	86.2	90.8	92.1	82	52	84.3	82.7	76.8	87.4	97.6	80.7	1.5	3.1			
18	2019-04-01T10:32:10	0.3627	0.4007	0.2048	0.5091	69.52	-12.03	23.74	30010.35	33150.56	19576.24	0.3688	0.4017	0.4017	0.2083	0.5104	69.59	-10.34	25.12	32739.54	35655.05	20371.72	4627	0.021	0.0164	550.45	494.16	272.3	568.6				123.1405	88.7	86.8	91.8	96.3	83.7	86.2	90.8	92.1	82	52.1	84.3	82.8	76.8	87.4	97.6	80.7	1.5	3.1			
19	2019-04-01T10:32:40	0.3626	0.4006	0.2048	0.5091	69.51	-12.02	23.69	30149.53	33303.76	19690.81	0.3687	0.4016	0.4016	0.2083	0.5104	69.58	-10.34	25.06	32891.65	35821.42	20492.46	4629	0.021	0.0164	550.45	495.98	272.28	568.6				123.7261	88.7	86.8	91.8	96.3	83.7	86.2	90.8	92.1	82	52.2	84.3	82.8	76.9	87.4	97.6	80.8	1.5	3.1			
20	2019-04-01T10:33:10	0.3628	0.4007	0.2049	0.5092	69.52	-12.02	23.76	30586.23	33783.32	19943.39	0.3689	0.4017	0.4017	0.2083	0.5104	69.59	-10.33	25.13	33367.37	36335.38	20753.32	4625	0.021	0.0164	550.45	503.27	272.19	568.6				125.4923	88.7	86.8	91.8	96.3	83.7	86.2	90.8	92.1	82	52.1	84.3	82.8	76.9	87.4	97.6	80.7	1.5	3.1			
21	2019-04-01T10:33:40	0.363	0.4009	0.2049	0.5093	69.54	-12.01	23.87	31499.62	34789.37	20482.14	0.3691	0.4019	0.4019	0.2084	0.5106	69.61	-10.31	25.25	34363.02	37413.55	21311.62	4620	0.021	0.0164	550.45	519.17	271.92	568.7				129.1574	88.7	86.8	91.8	96.3	83.7	86.2	90.8	92.1	82	52.1	84.2	82.7	76.8	87.4	97.6	80.7	1.5	3.1			
22	2019-04-01T10:34:10	0.3635	0.4013	0.2051	0.5095	69.56	-11.95	24.06	32459.82	35831.13	21004.26	0.3697	0.4022	0.4022	0.2086	0.5108	69.63	-10.25	25.43	35407.3	38528.28	21850.22	4608	0.021	0.0164	552.21	534.11	272.16	568.8				133.0642	88.7	86.8	91.8	96.3	83.7	86.2	90.8	92.1	82.1	52.3	84.2	82.8	76.8	87.4	97.6	80.8	1.5	3.1			
23	2019-04-01T10:34:40	0.3636	0.4012	0.2052	0.5095	69.56	-11.89	24.07	32672.24	36048.85	21127.04	0.3698	0.4022	0.4022	0.2087	0.5108	69.63	-10.2	25.44	35637.18	38761.6	21978.28	4604	0.021	0.0163	550.45	536.97	272.04	568.8				133.9221	88.8	86.8	91.8	96.4	83.7	86.3	90.8	92.2	82.1	52.4	84.3	82.8	76.9	87.4	97.6	80.8	1.5	3.1			
24	2019-04-01T10:35:10	0.3635	0.4011	0.2052	0.5094	69.55	-11.91	24.01	32665.86	36046.66	21155.46	0.3696	0.4021	0.4021	0.2087	0.5107	69.62	-10.21	25.38	35630.95	38761.1	22009.21	4608	0.021	0.0163	550.45	537.1	272.1	568.8				133.9384	88.8	86.8	91.8	96.4	83.8	86.3	90.8	92.2	82.2	52.5	84.3	82.8	76.9	87.5	97.7	80.9	1.5	3.1			
25	2019-04-01T10:35:41	0.3632	0.401	0.205	0.5093	69.54	-11.97	23.91	32427.44	35803.13	21059.53	0.3693	0.402	0.402	0.2085	0.5106	69.61	-10.28	25.29	35373.4	38502.19	21910.54	4616	0.021	0.0164	552.21	533.36	272.11	568.7				132.9494	88.7	86.8	91.8	96.4	83.7	86.2	90.8	92.2	82.1	52.3	84.3	82.8	76.8	87.4	97.6	80.8	1.5	3.1			
26	2019-04-01T10:36:11	0.3628	0.4007	0.2048	0.5092	69.52	-12.04	23.77	31611.77	34922.87	20609.74	0.3689	0.4017	0.4017	0.2083	0.5105	69.59	-10.35	25.15	34486.96	37560.44	21446.44	4627	0.021	0.0164	550.45	520.39	272.25	568.6				129.6092	88.7	86.7	91.8	96.3	83.7	86.2	90.8	92.1	82	52	84.2	82.8	76.8	87.4	97.6	80.7	1.5	3.1			
27	2019-04-01T10:36:41	0.3621	0.4004	0.2046	0.509	69.5	-12.15	23.58	30689.78	33935.66	20118.79	0.3683	0.4015	0.4015	0.208	0.5103	69.57	-10.47	24.95	33485.43	36505.3	20938.74	4641	0.021	0.0165	550.45	506.01	271.93	568.4				125.8396	88.6	86.7	91.8	96.3	83.6	86.1	90.7	92.1	81.9	51.7	84.2	82.7	76.8	87.3	97.6	80.6	1.5	3.1			
28	2019-04-01T10:37:11	0.3617	0.4002	0.2044	0.5088	69.48	-12.23	23.42	29939.48	33130.69	19713.14	0.3678	0.4012	0.4012	0.2078	0.5101	69.56	-10.55	24.8	32670.69	35644.01	20519.88	4654	0.021	0.0166	550.45	494.18	271.78	568.3				122.7663	88.6	86.6	91.7	96.3	83.5	86.1	90.7	92.1	81.8	51.3	84.1	82.6	76.7	87.2	97.6	80.5	1.5	3.1			
29	2019-04-01T10:37:41	0.3614	0.4001	0.2042	0.5087	69.48	-12.29	23.34	29671.86	32850.85	19585.65	0.3675	0.4011	0.4011	0.2077	0.51	69.55	-10.61	24.72	32381.01	35345.77	20388.29	4662	0.021	0.0166	550.45	490.6	271.31	568.2				121.6228	88.6	86.5	91.7	96.3	83.5	86	90.7	92.1	81.7	51.1	84.1	82.5	76.7	87.2	97.6	80.4	1.5	3.1			
30	2019-04-01T10:38:11	0.3611	0.3999	0.2041	0.5086	69.46	-12.32	23.25	29352.63	32505.17	19419.42	0.3672	0.401	0.401	0.2076	0.5099	69.54	-10.65	24.63	32033.84	34976.85	20217.28	4668	0.021	0.0166	550.45	485.31	271.73	568.2				120.35	88.5	86.5	91.7	96.3	83.4	86	90.7	92	81.7	51.1	84.1	82.5	76.7	87.2	97.6	80.4	1.5	3.1			
31	2019-04-01T10:38:41	0.3611	0.3999	0.2041	0.5086	69.46	-12.33	23.22	28919.81	32028.35	19147.89	0.3672	0.4009	0.4009	0.2075	0.5099	69.54	-10.65	24.6	31562.21	34464.48	19936.23	4669	0.021	0.0166	550.45	478.53	271.63	568.1				118.6259	88.5	86.5	91.7	96.3	83.4	86	90.7	92	81.7	51	84.1	82.5	76.7	87.2	97.5	80.4	1.5	3.1			
32	2019-04-01T10:39:11	0.3609	0.3997	0.204	0.5085	69.45	-12.33	23.12	28479.53	31541.66	18900.39	0.3669	0.4007	0.4007	0.2075	0.5098	69.52	-10.66	24.49	31082.5	33942.78	19681.21	4675	0.021	0.0166	550.45	470.65	271.86	568.1				116.8556	88.6	86.5	91.7	96.3	83.5	86	90.7	92.1	81.7	51.1	84.1	82.5	76.7	87.2	97.6	80.4	1.5	3.1			
33	2019-04-01T10:39:41	0.3608	0.3997	0.204	0.5085	69.45	-12.34	23.12	28874.51	31983.61	19163.99	0.3669	0.4008	0.4008	0.2074	0.5098	69.52	-10.68	24.5	31513.51	34419.18	19954.19	4675	0.021	0.0166	550.45	477.45	271.91	568.1				118.4514	88.5	86.5	91.7	96.3	83.4	86	90.7	92	81.7	51.1	84.1	82.5	76.7	87.2	97.5	80.4	1.5	3.1			
34	2019-04-01T10:40:11	0.3607	0.3996	0.2039	0.5084	69.44	-12.38	23.07	29049.15	32188.35	19308.89	0.3667	0.4007	0.4007	0.2074	0.5097	69.52	-10.72	24.46	31705.59	34640.84	20104.5	4680	0.021	0.0166	550.45	480.68	271.33	568				119.095	88.5	86.4	91.7	96.2	83.4	86	90.7	92	81.6	50.8	84.1	82.4	76.7	87.1	97.5	80.3	1.5	3.1			
35	2019-04-01T10:40:41	0.3606	0.3996	0.2039	0.5084	69.44	-12.39	23.08	29098.97	32245.08	19340.88	0.3667	0.4007	0.4007	0.2073	0.5097	69.52	-10.72	24.46	31760.46	34701.74	20138.64	4680	0.021	0.0167	550.45	481.63	271.7	568				119.326	88.5	86.4	91.7	96.2	83.4	86	90.7	92	81.6	50.8	84.1	82.4	76.7	87.1	97.5	80.3	1.5	3.1			
36	2019-04-01T10:41:11	0.3606	0.3996	0.2039	0.5084	69.44	-12.39	23.06	29423.53	32604.01	19564.45	0.3667	0.4007	0.4007	0.2073	0.5097	69.52	-10.72	24.44	32114.74	35088.53	20372.46	4680	0.021	0.0166	550.45	487.29	271.67	568				120.6702	88.5	86.4	91.7	96.2	83.4	86	90.7	92	81.6	50.8	84.1	82.4	76.7	87.1	97.5	80.3	1.5	3.1			
37	2019-04-01T10:41:41	0.3607	0.3996	0.2039	0.5084	69.44	-12.37	23.07	29187.49	32339.02	19399.63	0.3668	0.4007	0.4007	0.2074	0.5097	69.52	-10.71	24.45	31856.67	34803.26	20200.65	4680	0.021	0.0166	550.45	482.62	271.83	568				119.6935	88.5	86.5	91.7	96.2	83.4	86	90.7	92	81.6	50.9	84.1	82.5	76.7	87.2	97.5	80.3	1.5	3.1			
38	2019-04-01T10:42:11	0.3608	0.3996	0.204	0.5084	69.44	-12.35	23.1	29190.72	32337.04	19387.04	0.3668	0.4007	0.4007	0.2074	0.5097	69.52	-10.69	24.47	31859.86	34799.84	20187.97	4677	0.021	0.0166	550.45	482.74	271.69	568.1				119.6674	88.5	86.5	91.7	96.3	83.4	86	90.7	92	81.6	50.9	84.1	82.5	76.7	87.1	97.5	80.3	1.5	3.1			
39	2019-04-01T10:42:41	0.3606	0.3996	0.2039	0.5084	69.44	-12.39	23.07	29326.44	32498.08	19496.26	0.3667	0.4007	0.4007	0.2073	0.5097	69.52	-10.73	24.45	32008.56	34974.21	20299.41	4680	0.021	0.0167	550.45	485.25	271.59	568				120.2545	88.5	86.4	91.7	96.2	83.4	86	90.7	92	81.6	50.8	84.1	82.4	76.7	87.1	97.5	80.3	1.5	3.1			
40	2019-04-01T10:43:11	0.3605	0.3995	0.2039	0.5084	69.43	-12.39	23.02	29457.81	32644.18	19607.52	0.3666	0.4006	0.4006	0.2073	0.5097	69.51	-10.73	24.4	32152.79	35132.9	20417.99	4683	0.021	0.0166	550.45	487.57	271.44	568				120.7575	88.5	86.4	91.7	96.2	83.4	86	90.7	92	81.6	50.7	84.1	82.4	76.7	87.1	97.5	80.3	1.5	3.1			
41	2019-04-01T10:43:41	0.3604	0.3994	0.2038	0.5083	69.43	-12.42	22.98	29599.45	32807.59	19725.32	0.3665	0.4005	0.4005	0.2072	0.5096	69.51	-10.76	24.36	32308.1	35310.42	20541.52	4687	0.021	0.0167	550.45	489.65	271.61	568				121.407	88.5	86.4	91.7	96.2	83.4	86	90.7	92	81.6	50.8	84.1	82.4	76.7	87.1	97.5	80.3	1.5	3.1			
42	2019-04-01T10:44:11	0.3603	0.3994	0.2038	0.5083	69.43	-12.44	22.96	29962.83	33218.08	19978.88	0.3664	0.4005	0.4005	0.2072	0.5096	69.51	-10.78	24.35	32705.58	35752.61	20804.48	4689	0.021	0.0167	550.45	496.06	271.24	567.9				122.8462	88.5	86.4	91.7	96.2	83.3	85.9	90.7	92	81.5	50.6	84.1	82.4	76.7	87.1	97.5	80.2	1.5	3.1			
43	2019-04-01T10:44:41	0.3602	0.3994	0.2037	0.5083	69.43	-12.47	22.94	30066.75	33340.55	20064.66	0.3663	0.4005	0.4005	0.2071	0.5096	69.51	-10.81	24.32	32819.91	35885.41	20894.52	4691	0.021	0.0167	550.45	498.26	271.23	567.9				123.2845	88.5	86.4	91.6	96.2	83.3	85.9	90.6	92	81.5	50.5	84.1	82.4	76.7	87.1	97.5	80.2	1.5	3.1			
44	2019-04-01T10:45:11	0.3603	0.3995	0.2037	0.5083	69.43	-12.48	22.97	30604.13	33938.8	20409.36	0.3664	0.4006	0.4006	0.2071	0.5096	69.51	-10.82	24.35	33406.65	36528.74	21252.08	4691	0.021	0.0167	550.45	506.78	271.41	567.9				125.4683	88.4	86.4	91.6	96.2	83.3	85.9	90.6	92	81.5	50.4	84	82.4	76.6	87	97.5	80.2	1.5	3.1			
45	2019-04-01T10:45:41	0.36	0.3994	0.2036	0.5082	69.42	-12.51	22.89	30572.19	33911.46	20432.11	0.3661	0.4004	0.4004	0.2071	0.5095	69.5	-10.84	24.27	33373.35	36501.68	21277.52	4696	0.021	0.0167	550.45	506.38	271.39	567.9				125.3435	88.4	86.3	91.6	96.2	83.2	85.9	90.6	92	81.4	50.2	84	82.3	76.6	87	97.5	80.1	1.5	3.1			
46	2019-04-01T10:46:11	0.3599	0.3994	0.2035	0.5082	69.43	-12.56	22.87	30571.7	33926.12	20449.98	0.366	0.4005	0.4005	0.207	0.5095	69.5	-10.89	24.25	33374.69	36517.89	21296.38	4700	0.021	0.0168	550.45	507.13	271.03	567.8				125.3173	88.4	86.3	91.6	96.2	83.2	85.8	90.6	91.9	81.3	50	83.9	82.3	76.5	87	97.5	80	1.5	3.1			
47	2019-04-01T10:46:41	0.3599	0.3995	0.2035	0.5082	69.43	-12.57	22.9	30434.03	33776.71	20344	0.366	0.4006	0.4006	0.207	0.5096	69.51	-10.9	24.29	33224.43	36356.3	21184.4	4700	0.021	0.0168	550.45	504.74	271.2	567.8				124.6902	88.4	86.2	91.6	96.2	83.2	85.8	90.6	91.9	81.3	50	83.9	82.2	76.5	86.9	97.5	80	1.5	3.1			
48	2019-04-01T10:47:11	0.3598	0.3994	0.2035	0.5082	69.42	-12.59	22.84	30198.19	33519.39	20217.27	0.3659	0.4004	0.4004	0.2069	0.5095	69.5	-10.92	24.23	32968.1	36080.66	21055.14	4704	0.021	0.0168	550.45	500.94	271.45	567.8				123.7994	88.4	86.2	91.6	96.2	83.2	85.8	90.5	92	81.3	50	83.9	82.2	76.5	86.9	97.5	80	1.5	3.1			
49	2019-04-01T10:47:41	0.3597	0.3993	0.2035	0.5081	69.42	-12.57	22.81	30075.79	33379.83	20147.17	0.3658	0.4004	0.4004	0.2069	0.5095	69.5	-10.91	24.2	32834.22	35931.96	20982.48	4704	0.021	0.0168	550.45	498.71	271.44	567.8				123.2826	88.4	86.2	91.6	96.2	83.2	85.8	90.6	91.9	81.3	50	84	82.2	76.5	87	97.5	80	1.5	3.1			
50	2019-04-01T10:48:12	0.3596	0.3992	0.2034	0.5081	69.41	-12.6	22.78	30125.2	33442.76	20202.17	0.3657	0.4003	0.4003	0.2068	0.5094	69.49	-10.94	24.16	32889.15	36000.84	21040.1	4707	0.021	0.0168	550.45	499.96	271.4	567.7				123.5093	88.3	86.2	91.6	96.2	83.1	85.8	90.6	91.9	81.3	49.8	83.9	82.2	76.5	86.9	97.5	80	1.5	3.1			
51	2019-04-01T10:48:41	0.3596	0.3992	0.2034	0.5081	69.41	-12.59	22.75	30158.96	33477.45	20233.98	0.3657	0.4003	0.4003	0.2068	0.5094	69.49	-10.93	24.14	32926.01	36038.46	21073.94	4708	0.021	0.0168	550.45	500.09	271.31	567.7				123.6441	88.3	86.2	91.6	96.2	83.2	85.8	90.6	91.9	81.3	49.9	83.9	82.2	76.5	86.9	97.5	80	1.5	3.1			
52	2019-04-01T10:49:12	0.3596	0.3991	0.2034	0.5081	69.41	-12.59	22.75	30306.9	33642.14	20335.87	0.3657	0.4003	0.4003	0.2068	0.5094	69.49	-10.93	24.14	33087.18	36216.1	21178.97	4708	0.021	0.0168	550.45	502.77	271.19	567.7				124.2714	88.3	86.2	91.6	96.2	83.2	85.8	90.6	91.9	81.3	49.9	84	82.2	76.5	86.9	97.5	80	1.5	3.1			
53	2019-04-01T10:49:42	0.3594	0.3991	0.2034	0.508	69.4	-12.61	22.7	30368.01	33716.27	20402.05	0.3655	0.4002	0.4002	0.2068	0.5093	69.48	-10.96	24.09	33154.55	36297.59	21248.5	4712	0.021	0.0168	550.45	504.04	271.14	567.7				124.5744	88.3	86.2	91.6	96.2	83.2	85.8	90.6	91.9	81.3	49.9	83.9	82.2	76.5	86.9	97.5	80	1.5	3.1			
54	2019-04-01T10:50:12	0.3594	0.399	0.2034	0.508	69.4	-12.61	22.67	30164.46	33489.75	20279	0.3655	0.4001	0.4001	0.2068	0.5093	69.48	-10.95	24.06	32933.08	36053.84	21122.18	4713	0.021	0.0168	550.45	500.53	271.36	567.7				123.7016	88.3	86.2	91.6	96.2	83.1	85.8	90.6	91.9	81.3	49.8	83.9	82.2	76.5	86.9	97.5	80	1.5	3.1			
55	2019-04-01T10:50:42	0.3593	0.399	0.2033	0.508	69.4	-12.64	22.66	30094.39	33420.18	20243.75	0.3654	0.4001	0.4001	0.2067	0.5093	69.48	-10.99	24.05	32857.07	35980.49	21084.51	4716	0.022	0.0168	550.45	499.22	271.52	567.6				123.4057	88.3	86.2	91.6	96.2	83.1	85.8	90.6	91.9	81.3	49.8	83.9	82.2	76.5	86.9	97.5	80	1.5	3.1			
56	2019-04-01T10:51:12	0.359	0.3988	0.2032	0.5078	69.38	-12.65	22.54	29934.06	33246.08	20193.26	0.3651	0.3999	0.3999	0.2066	0.5092	69.46	-11	23.93	32683.36	35796.44	21035.24	4722	0.021	0.0168	550.45	497.03	271.28	567.6				122.81	88.3	86.2	91.6	96.2	83.1	85.8	90.6	91.9	81.3	49.8	84	82.2	76.6	86.9	97.5	80	1.5	3.1			
57	2019-04-01T10:51:42	0.359	0.3987	0.2032	0.5078	69.38	-12.65	22.52	29977.95	33295.3	20230.77	0.3651	0.3999	0.3999	0.2066	0.5092	69.46	-11.01	23.92	32731.29	35849.98	21073.7	4723	0.021	0.0168	550.45	497.36	271.35	567.6				122.9903	88.3	86.2	91.6	96.2	83.1	85.8	90.6	91.9	81.2	49.7	84	82.2	76.5	86.9	97.4	79.9	1.5	3.1			
58	2019-04-01T10:52:12	0.3589	0.3987	0.2032	0.5078	69.37	-12.67	22.48	29645.87	32931.56	20029.12	0.365	0.3998	0.3998	0.2065	0.5091	69.46	-11.03	23.87	32369.54	35459.88	20865.21	4726	0.021	0.0168	550.45	492	271.23	567.5				121.6781	88.3	86.2	91.6	96.1	83.1	85.8	90.6	91.9	81.2	49.7	84	82.2	76.6	86.9	97.4	79.9	1.5	3.1			
59	2019-04-01T10:52:42	0.359	0.3988	0.2032	0.5078	69.38	-12.67	22.54	29956.28	33274.71	20212.6	0.3651	0.3999	0.3999	0.2066	0.5092	69.46	-11.02	23.93	32708.1	35827.29	21055.47	4723	0.021	0.0168	550.45	497.23	271.41	567.6				122.8761	88.3	86.2	91.6	96.2	83.1	85.8	90.6	91.9	81.2	49.7	83.9	82.2	76.5	86.9	97.5	79.9	1.5	3.1			
60	2019-04-01T10:53:12	0.359	0.3988	0.2032	0.5079	69.39	-12.69	22.56	30213.59	33567.02	20379.51	0.3651	0.4	0.4	0.2066	0.5092	69.47	-11.03	23.95	32990.06	36140.83	21230.2	4723	0.022	0.0169	550.45	501.89	271.29	567.6				123.936	88.3	86.1	91.5	96.2	83.1	85.7	90.5	91.9	81.2	49.5	83.9	82.1	76.5	86.9	97.5	79.9	1.5	3.1			
61	2019-04-01T10:53:42	0.359	0.3988	0.2032	0.5078	69.38	-12.69	22.54	30418.25	33794.22	20527.21	0.3651	0.3999	0.3999	0.2066	0.5092	69.46	-11.03	23.93	33213.64	36386.25	21383.52	4724	0.022	0.0169	550.45	505.31	271.13	567.5				124.7757	88.3	86.1	91.6	96.2	83.1	85.7	90.6	91.9	81.2	49.5	83.9	82.1	76.5	86.9	97.4	79.9	1.5	3.1			
