;GL_SpectroSoft	3.1.07
;SPX	6.4.2(0.7.2)
Pos	Name	x2	y2	u2'	v2'	L2	a2	b2	X2	Y2	Z2	x10	y10	y10	u10'	v10'	L10	a10	b10	X10	Y10	Z10	CCT	ChErr	Duv	ColPeak	ColPeakVal	Lambda2	ColDom	LumInt	LumEff	Purity	Radiometric	Ra	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	Mivis	Miuv	Binning	Brightness	Pass
23	2019-03-28T09:36:25	0.2443	0.3175	0.1546	0.452	63.13	-28.5	-15.47	417.35	542.25	748.45	0.2492	0.3264	0.3264	0.1553	0.4577	63.87	-29.61	-12.6	467.83	612.74	796.86	12097	0.035	0.0359	476.85	12.91	149.97	489.4				2.0473	72.5	61.9	81	84	61.2	69.2	80.8	84.4	57.5	0	67.9	56.5	71.4	64.8	88.6	52.3	3	5.7			
24	2019-03-28T09:36:55	0.2443	0.3177	0.1545	0.4521	63.15	-28.6	-15.43	419.05	544.94	751.53	0.2491	0.3265	0.3265	0.1552	0.4577	63.88	-29.68	-12.57	469.82	615.74	800.14	12097	0.035	0.036	476.85	12.97	150.26	489.4				2.052	72.3	61.6	80.8	83.9	61	69	80.7	84.3	57.1	0	67.6	56.3	71.3	64.6	88.5	51.9	3	5.7			
25	2019-03-28T09:37:25	0.2444	0.3176	0.1546	0.4521	63.15	-28.54	-15.42	421.49	547.77	755.21	0.2493	0.3265	0.3265	0.1553	0.4578	63.88	-29.62	-12.56	472.53	618.89	804.06	12097	0.035	0.0359	476.85	13.01	150.31	489.4				2.0597	72.4	61.7	80.9	84	61.1	69.1	80.8	84.3	57.2	0	67.7	56.4	71.3	64.7	88.6	52.1	3	5.7			
26	2019-03-28T09:37:55	0.2447	0.3176	0.1549	0.4522	63.15	-28.39	-15.39	422.27	548.02	755.06	0.2496	0.3265	0.3265	0.1555	0.4578	63.88	-29.48	-12.53	473.31	619.12	803.89	12081	0.035	0.0357	476.85	13.02	150.23	489.4				2.0602	72.6	62.1	81	84.1	61.4	69.3	80.9	84.5	57.5	0	68	56.8	71.4	65	88.7	52.4	3	5.7			
27	2019-03-28T09:38:25	0.2451	0.3177	0.1551	0.4522	63.15	-28.26	-15.33	420.36	544.85	749.94	0.2499	0.3265	0.3265	0.1557	0.4578	63.88	-29.36	-12.48	471.09	615.48	798.44	12016	0.034	0.0355	476.85	12.93	150.43	489.4				2.0498	72.8	62.3	81.2	84.2	61.6	69.5	81.1	84.5	57.8	0	68.3	57	71.6	65.3	88.7	52.8	2.9	5.7			
28	2019-03-28T09:38:55	0.2452	0.3176	0.1552	0.4522	63.14	-28.19	-15.35	417.44	540.73	744.55	0.25	0.3264	0.3264	0.1558	0.4578	63.87	-29.31	-12.49	467.75	610.87	792.68	12015	0.034	0.0354	476.85	12.85	150.29	489.4				2.0381	72.9	62.6	81.3	84.2	61.8	69.7	81.2	84.6	58.1	0	68.5	57.2	71.8	65.4	88.7	53	2.9	5.7			
29	2019-03-28T09:39:25	0.2448	0.3174	0.155	0.4521	63.13	-28.26	-15.43	415.67	538.83	743.16	0.2497	0.3263	0.3263	0.1556	0.4577	63.86	-29.39	-12.57	465.8	608.81	791.18	12087	0.035	0.0355	476.85	12.83	149.87	489.4				2.0332	72.9	62.4	81.2	84.2	61.7	69.6	81.1	84.6	58.1	0	68.3	57.1	71.7	65.3	88.7	52.9	2.9	5.7			
30	2019-03-28T09:39:55	0.2443	0.3171	0.1547	0.4518	63.1	-28.39	-15.57	414.2	537.63	743.53	0.2491	0.3261	0.3261	0.1554	0.4575	63.84	-29.52	-12.69	464.25	607.59	791.6	12153	0.035	0.0357	476.85	12.82	149.74	489.4				2.0307	72.6	62.1	81	84.1	61.4	69.3	80.9	84.5	57.8	0	68	56.7	71.5	65	88.6	52.6	3	5.7			
31	2019-03-28T09:40:25	0.2437	0.3168	0.1544	0.4516	63.08	-28.53	-15.71	414.83	539.23	747.87	0.2486	0.3258	0.3258	0.1551	0.4573	63.82	-29.67	-12.82	465.06	609.54	796.25	12223	0.035	0.036	476.85	12.88	149.66	489.3				2.0364	72.4	61.7	80.9	83.9	61	69	80.7	84.4	57.4	0	67.7	56.3	71.3	64.6	88.5	52.1	3	5.7			
32	2019-03-28T09:40:55	0.2435	0.3168	0.1542	0.4515	63.08	-28.64	-15.73	410.75	534.48	741.7	0.2484	0.3258	0.3258	0.1549	0.4572	63.82	-29.76	-12.85	460.57	604.18	789.68	12281	0.035	0.0361	476.85	12.78	149.47	489.3				2.0158	72.2	61.4	80.7	83.9	60.8	68.8	80.6	84.3	57.1	0	67.4	56	71	64.4	88.5	51.8	3	5.7			
33	2019-03-28T09:41:26	0.2434	0.3167	0.1542	0.4515	63.07	-28.66	-15.78	413.53	538.19	747.57	0.2482	0.3257	0.3257	0.1549	0.4572	63.81	-29.77	-12.89	463.72	608.42	795.96	12302	0.035	0.0361	476.85	12.89	149.58	489.3				2.0284	72.1	61.3	80.7	83.9	60.7	68.7	80.6	84.2	56.8	0	67.3	55.9	71	64.3	88.5	51.6	3	5.7			
34	2019-03-28T09:41:56	0.2434	0.3167	0.1542	0.4514	63.07	-28.61	-15.79	414.15	538.76	748.48	0.2483	0.3256	0.3256	0.1549	0.4571	63.81	-29.73	-12.9	464.4	609.06	796.93	12298	0.035	0.0361	476.85	12.9	149.54	489.3				2.0284	72.1	61.3	80.7	83.9	60.7	68.8	80.6	84.2	56.8	0	67.4	55.9	71	64.3	88.5	51.6	3	5.7			
35	2019-03-28T09:42:26	0.2435	0.3165	0.1543	0.4514	63.05	-28.53	-15.82	414.32	538.58	748.74	0.2483	0.3255	0.3255	0.155	0.4571	63.79	-29.66	-12.93	464.56	608.9	797.22	12302	0.035	0.036	476.85	12.9	149.64	489.3				2.0277	72.2	61.5	80.8	83.9	60.9	68.9	80.7	84.2	57	0	67.5	56.1	71.2	64.5	88.5	51.8	3	5.7			
36	2019-03-28T09:42:56	0.2435	0.3164	0.1544	0.4513	63.04	-28.45	-15.85	414.19	538.04	748.48	0.2484	0.3254	0.3254	0.155	0.457	63.78	-29.61	-12.96	464.36	608.33	796.96	12306	0.035	0.0359	476.85	12.9	149.38	489.3				2.0274	72.3	61.7	80.9	83.9	61	69.1	80.8	84.3	57.2	0	67.7	56.3	71.3	64.7	88.5	52	3	5.7			
37	2019-03-28T09:43:26	0.2432	0.3161	0.1543	0.4511	63.02	-28.48	-15.95	414.58	538.74	751.04	0.2481	0.3251	0.3251	0.1549	0.4568	63.77	-29.65	-13.05	464.82	609.25	799.74	12387	0.035	0.0359	476.85	12.94	149.38	489.2				2.0319	72.4	61.7	80.8	83.9	61	69.1	80.7	84.4	57.3	0	67.6	56.3	71.3	64.6	88.5	52.1	3	5.7			
38	2019-03-28T09:43:56	0.2429	0.3158	0.1541	0.4509	63	-28.54	-16.07	415.13	539.78	754.23	0.2477	0.3249	0.3249	0.1547	0.4566	63.75	-29.72	-13.16	465.46	610.54	803.16	12428	0.035	0.036	476.85	12.98	149.08	489.2				2.0398	72.3	61.5	80.8	83.8	60.9	69	80.7	84.3	57.3	0	67.5	56.1	71.2	64.5	88.5	52	3	5.7			
39	2019-03-28T09:44:26	0.2426	0.3157	0.1539	0.4508	62.99	-28.65	-16.13	413.44	538.19	752.9	0.2474	0.3248	0.3248	0.1545	0.4566	63.74	-29.83	-13.22	463.65	608.79	801.76	12475	0.035	0.0362	476.85	12.97	148.82	489.2				2.0346	72.1	61.3	80.6	83.8	60.7	68.8	80.5	84.3	57.1	0	67.2	55.8	71	64.2	88.4	51.7	3	5.7			
40	2019-03-28T09:44:56	0.2425	0.316	0.1538	0.4509	63.01	-28.75	-16.07	408.13	531.77	743.07	0.2474	0.325	0.325	0.1545	0.4567	63.76	-29.91	-13.16	457.75	601.46	791.26	12428	0.035	0.0363	476.85	12.79	149.24	489.2				2.009	71.9	61	80.5	83.7	60.4	68.5	80.4	84.2	56.7	0	67.1	55.5	70.9	64	88.3	51.3	3	5.7			
41	2019-03-28T09:45:26	0.2423	0.3159	0.1537	0.4508	63	-28.79	-16.12	406.48	529.85	741.16	0.2472	0.3249	0.3249	0.1544	0.4566	63.75	-29.94	-13.21	455.95	599.34	789.25	12527	0.035	0.0364	476.85	12.75	149.35	489.2				2.0003	71.9	60.9	80.4	83.8	60.3	68.5	80.3	84.2	56.6	0	66.8	55.4	70.7	63.9	88.4	51.2	3.1	5.7			
42	2019-03-28T09:45:56	0.2421	0.3156	0.1537	0.4506	62.98	-28.78	-16.21	408.07	531.9	745.41	0.247	0.3247	0.3247	0.1543	0.4564	63.73	-29.94	-13.3	457.76	601.76	793.8	12561	0.035	0.0364	476.85	12.83	149.22	489.2				2.0077	71.8	60.8	80.4	83.7	60.3	68.4	80.3	84.1	56.4	0	66.8	55.4	70.8	63.8	88.3	51	3.1	5.7			
43	2019-03-28T09:46:26	0.2421	0.3155	0.1537	0.4506	62.97	-28.75	-16.25	409.73	533.9	748.83	0.2469	0.3246	0.3246	0.1543	0.4564	63.72	-29.93	-13.33	459.59	604.08	797.44	12577	0.035	0.0364	476.85	12.9	148.81	489.2				2.0148	71.9	60.9	80.5	83.7	60.3	68.5	80.4	84.1	56.5	0	66.9	55.5	70.8	63.9	88.3	51.2	3.1	5.7			
44	2019-03-28T09:46:56	0.2421	0.3154	0.1537	0.4505	62.96	-28.73	-16.26	407.02	530.31	743.9	0.2469	0.3246	0.3246	0.1543	0.4563	63.72	-29.92	-13.34	456.55	600.03	792.21	12577	0.035	0.0363	476.85	12.81	148.83	489.2				2.0012	71.9	61	80.5	83.7	60.4	68.5	80.4	84.1	56.6	0	67	55.5	70.9	64	88.4	51.3	3.1	5.7			
45	2019-03-28T09:47:26	0.242	0.3154	0.1536	0.4505	62.96	-28.76	-16.27	406.03	529.16	742.51	0.2469	0.3245	0.3245	0.1543	0.4563	63.72	-29.95	-13.35	455.44	598.75	790.72	12579	0.035	0.0364	476.85	12.79	148.73	489.2				1.9972	71.9	61	80.5	83.7	60.4	68.5	80.4	84.2	56.7	0	67	55.5	70.9	63.9	88.3	51.3	3.1	5.7			
46	2019-03-28T09:47:56	0.2417	0.315	0.1535	0.4503	62.93	-28.78	-16.41	408.88	533.01	749.96	0.2465	0.3242	0.3242	0.1541	0.4561	63.69	-29.98	-13.48	458.67	603.23	798.72	12650	0.035	0.0364	476.85	12.9	148.54	489.1				2.0144	71.9	60.9	80.4	83.7	60.3	68.5	80.3	84.2	56.7	0	66.9	55.4	70.8	63.8	88.3	51.2	3.1	5.7			
47	2019-03-28T09:48:26	0.2415	0.315	0.1534	0.4502	62.93	-28.84	-16.43	406.37	530.07	746.15	0.2464	0.3242	0.3242	0.154	0.4561	63.69	-30.04	-13.49	455.88	599.94	794.63	12658	0.035	0.0365	476.85	12.84	148.45	489.1				2.0033	71.8	60.7	80.4	83.6	60.2	68.4	80.2	84.1	56.5	0	66.8	55.2	70.8	63.7	88.3	51.1	3.1	5.7			
48	2019-03-28T09:48:56	0.2412	0.3148	0.1533	0.4501	62.91	-28.87	-16.53	404.78	528.2	745	0.2461	0.324	0.324	0.1539	0.4559	63.67	-30.09	-13.59	454.13	597.91	793.44	12742	0.036	0.0366	476.85	12.82	148.46	489.1				1.9989	71.7	60.6	80.3	83.6	60.1	68.3	80.2	84.1	56.5	0	66.6	55.1	70.7	63.6	88.3	50.9	3.1	5.7			
49	2019-03-28T09:49:26	0.2408	0.3143	0.1531	0.4497	62.87	-28.89	-16.69	407.36	531.74	752.56	0.2456	0.3236	0.3236	0.1537	0.4556	63.64	-30.12	-13.74	457.09	602.09	801.57	12858	0.036	0.0367	476.85	12.95	148.29	489.1				2.0134	71.6	60.4	80.2	83.5	59.9	68.2	80.1	84.1	56.3	0	66.5	55	70.6	63.5	88.2	50.8	3.1	5.8			
50	2019-03-28T09:49:56	0.2406	0.3141	0.1531	0.4495	62.85	-28.89	-16.79	408.46	533.21	756.18	0.2454	0.3233	0.3233	0.1536	0.4555	63.62	-30.13	-13.84	458.34	603.85	805.46	12859	0.036	0.0367	476.85	12.99	148.24	489				2.021	71.5	60.3	80.2	83.4	59.8	68.1	80.1	84	56.2	0	66.5	54.8	70.6	63.4	88.2	50.6	3.1	5.8			
51	2019-03-28T09:50:26	0.2405	0.3139	0.153	0.4494	62.83	-28.88	-16.85	409.97	535.14	759.83	0.2453	0.3232	0.3232	0.1536	0.4553	63.6	-30.12	-13.89	460.06	606.09	809.4	12874	0.036	0.0367	476.85	13.05	148.24	489				2.0283	71.5	60.3	80.2	83.4	59.8	68.1	80.1	84	56.1	0	66.5	54.8	70.7	63.4	88.1	50.6	3.1	5.8			
52	2019-03-28T09:50:56	0.2404	0.3138	0.153	0.4494	62.83	-28.89	-16.86	408.2	532.87	756.79	0.2452	0.3231	0.3231	0.1536	0.4553	63.6	-30.14	-13.9	458.06	603.53	806.15	12887	0.036	0.0367	476.85	12.99	148.15	489				2.0186	71.5	60.3	80.2	83.4	59.8	68.1	80.1	84	56.1	0	66.5	54.8	70.7	63.4	88.1	50.6	3.1	5.8			
53	2019-03-28T09:51:26	0.2403	0.3137	0.1529	0.4493	62.82	-28.89	-16.92	406.15	530.26	754	0.2451	0.323	0.323	0.1535	0.4552	63.59	-30.15	-13.96	455.78	600.63	803.21	12958	0.036	0.0367	476.85	12.95	148.05	489				2.0101	71.5	60.3	80.2	83.4	59.8	68.1	80.1	84	56.2	0	66.4	54.8	70.6	63.3	88.2	50.6	3.1	5.8			
54	2019-03-28T09:51:56	0.2402	0.3137	0.1529	0.4493	62.82	-28.91	-16.93	405.04	528.89	752.26	0.245	0.323	0.323	0.1535	0.4552	63.59	-30.17	-13.97	454.54	599.1	801.35	12958	0.036	0.0367	476.85	12.93	147.93	489				2.0035	71.5	60.3	80.1	83.4	59.8	68.1	80.1	84	56.2	0	66.4	54.8	70.6	63.3	88.2	50.6	3.1	5.8			
55	2019-03-28T09:52:26	0.24	0.3134	0.1528	0.4491	62.8	-28.92	-17.01	405.48	529.56	754.44	0.2448	0.3228	0.3228	0.1534	0.4551	63.57	-30.19	-14.05	455.06	599.94	803.72	12991	0.036	0.0368	476.85	12.95	148.02	489				2.0078	71.4	60.2	80.1	83.4	59.7	68	80	84	56.1	0	66.3	54.7	70.6	63.2	88.1	50.5	3.1	5.8			
56	2019-03-28T09:52:56	0.2397	0.3131	0.1527	0.4489	62.77	-28.92	-17.12	408.38	533.41	761.68	0.2446	0.3225	0.3225	0.1533	0.4549	63.55	-30.21	-14.15	458.33	604.41	811.44	13044	0.036	0.0368	476.85	13.09	147.63	488.9				2.0244	71.4	60.1	80.1	83.3	59.6	68	80	84	56.1	0	66.3	54.5	70.6	63.1	88.1	50.4	3.2	5.8			
57	2019-03-28T09:53:26	0.2396	0.313	0.1527	0.4488	62.76	-28.93	-17.17	407.77	532.67	761.33	0.2444	0.3224	0.3224	0.1533	0.4548	63.54	-30.22	-14.19	457.66	603.62	811.09	13095	0.036	0.0368	476.85	13.08	147.62	488.9				2.0222	71.4	60.1	80	83.3	59.6	68	80	84	56	0	66.2	54.5	70.5	63.1	88.1	50.4	3.2	5.8			
58	2019-03-28T09:53:57	0.2396	0.3129	0.1527	0.4488	62.75	-28.92	-17.19	405.68	529.91	757.75	0.2444	0.3223	0.3223	0.1532	0.4547	63.53	-30.21	-14.22	455.33	600.51	807.32	13110	0.036	0.0368	476.85	13	147.77	488.9				2.0132	71.4	60.1	80	83.3	59.6	68	80	84	56	0	66.2	54.5	70.5	63.1	88.1	50.4	3.2	5.8			
59	2019-03-28T09:54:26	0.2394	0.3127	0.1526	0.4486	62.74	-28.94	-17.27	409.94	535.61	767.05	0.2442	0.3221	0.3221	0.1532	0.4546	63.52	-30.24	-14.28	460.12	607.05	817.24	13190	0.036	0.0369	476.85	13.17	147.55	488.9				2.0354	71.4	60.1	80	83.4	59.6	67.9	79.9	84	56	0	66.1	54.5	70.4	63.1	88.1	50.4	3.2	5.8			
60	2019-03-28T09:54:57	0.2394	0.3128	0.1526	0.4487	62.75	-28.96	-17.24	408.76	534.15	764.56	0.2442	0.3222	0.3222	0.1531	0.4547	63.53	-30.26	-14.26	458.8	605.38	814.56	13143	0.036	0.0369	476.85	13.13	147.59	488.9				2.0295	71.3	60	80	83.3	59.5	67.9	79.9	83.9	55.9	0	66.1	54.4	70.5	63	88.1	50.3	3.2	5.8			
61	2019-03-28T09:55:26	0.239	0.3124	0.1525	0.4484	62.71	-28.97	-17.39	412.59	539.25	774.17	0.2438	0.3219	0.3219	0.153	0.4544	63.5	-30.28	-14.4	463.13	611.3	824.86	13237	0.036	0.0369	476.85	13.28	147.5	488.8				2.0508	71.3	59.9	79.9	83.2	59.4	67.8	79.9	83.9	55.9	0	66	54.3	70.4	62.9	88	50.2	3.2	5.8			
62	2019-03-28T09:55:57	0.2389	0.3123	0.1524	0.4483	62.7	-28.98	-17.43	413.55	540.58	776.78	0.2437	0.3217	0.3217	0.153	0.4543	63.49	-30.3	-14.44	464.24	612.86	827.7	13237	0.036	0.037	476.85	13.33	147.53	488.8				2.0565	71.2	59.8	79.9	83.2	59.4	67.8	79.9	83.9	55.8	0	66	54.2	70.4	62.9	88	50.1	3.2	5.8			
63	2019-03-28T09:56:27	0.2389	0.3122	0.1524	0.4482	62.69	-28.96	-17.46	411.23	537.49	772.87	0.2437	0.3217	0.3217	0.1529	0.4543	63.48	-30.29	-14.47	461.63	609.38	823.53	13237	0.036	0.037	476.85	13.26	147.51	488.8				2.0451	71.2	59.8	79.9	83.1	59.4	67.8	79.9	83.9	55.8	0	66.1	54.2	70.5	62.9	88	50.2	3.2	5.8			
