;GL_SpectroSoft	3.1.07
;SPX	6.4.2(0.7.2)
Pos	Name	x2	y2	u2'	v2'	L2	a2	b2	X2	Y2	Z2	x10	y10	y10	u10'	v10'	L10	a10	b10	X10	Y10	Z10	CCT	ChErr	Duv	ColPeak	ColPeakVal	Lambda2	ColDom	LumInt	LumEff	Purity	Radiometric	Ra	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	Mivis	Miuv	Binning	Brightness	Pass
64	2019-03-28T09:56:57	0.2388	0.3122	0.1524	0.4482	62.69	-28.97	-17.47	408.29	533.69	767.48	0.2436	0.3217	0.3217	0.1529	0.4543	63.48	-30.3	-14.47	458.33	605.09	817.77	13239	0.036	0.037	476.85	13.16	147.45	488.8				2.0308	71.2	59.8	79.9	83.1	59.3	67.8	79.9	83.9	55.8	0	66.1	54.2	70.5	62.9	88	50.1	3.2	5.8			
65	2019-03-28T09:57:27	0.2386	0.3119	0.1523	0.448	62.67	-28.96	-17.56	405.55	530.08	763.84	0.2434	0.3214	0.3214	0.1529	0.4541	63.46	-30.29	-14.57	455.27	601.08	813.94	13280	0.036	0.037	476.85	13.09	147.38	488.8				2.0179	71.1	59.7	79.9	83.1	59.2	67.7	79.9	83.8	55.7	0	66	54.1	70.5	62.8	87.9	50	3.2	5.8			
66	2019-03-28T09:57:57	0.2385	0.3117	0.1523	0.4479	62.65	-28.97	-17.63	405.9	530.63	765.6	0.2433	0.3212	0.3212	0.1528	0.454	63.44	-30.31	-14.63	455.68	601.77	815.86	13354	0.036	0.037	476.85	13.13	147.3	488.8				2.0208	71.1	59.7	79.9	83.1	59.3	67.7	79.8	83.9	55.8	0	65.9	54.1	70.4	62.8	88	50	3.2	5.8			
67	2019-03-28T09:58:27	0.2383	0.3116	0.1522	0.4478	62.64	-28.97	-17.7	405.68	530.4	766.35	0.2431	0.3211	0.3211	0.1527	0.4539	63.43	-30.33	-14.69	455.45	601.58	816.67	13436	0.036	0.037	476.85	13.13	147.32	488.7				2.0203	71.1	59.7	79.8	83.2	59.3	67.7	79.8	83.9	55.8	0	65.8	54.1	70.3	62.7	88	50	3.2	5.8			
68	2019-03-28T09:58:57	0.2382	0.3115	0.1522	0.4478	62.64	-28.99	-17.71	405.19	529.83	765.7	0.243	0.321	0.321	0.1527	0.4538	63.43	-30.34	-14.7	454.91	600.94	815.99	13436	0.036	0.0371	476.85	13.13	147.02	488.7				2.018	71.1	59.7	79.8	83.2	59.2	67.7	79.8	83.9	55.8	0	65.8	54.1	70.3	62.7	88	50	3.2	5.8			
69	2019-03-28T09:59:27	0.2382	0.3115	0.1522	0.4477	62.63	-28.98	-17.72	404.87	529.39	765.31	0.243	0.321	0.321	0.1527	0.4538	63.42	-30.34	-14.72	454.56	600.46	815.6	13436	0.036	0.037	476.85	13.12	147.22	488.7				2.0171	71.1	59.7	79.8	83.1	59.2	67.7	79.8	83.9	55.7	0	65.8	54.1	70.4	62.7	88	50	3.2	5.8			
70	2019-03-28T09:59:57	0.2383	0.3116	0.1522	0.4478	62.64	-28.99	-17.69	403.94	528.23	763.2	0.243	0.3211	0.3211	0.1527	0.4539	63.43	-30.35	-14.69	453.52	599.12	813.33	13436	0.036	0.0371	476.85	13.08	147.3	488.7				2.0121	71.1	59.7	79.8	83.1	59.2	67.7	79.8	83.9	55.7	0	65.8	54.1	70.3	62.7	88	50	3.2	5.8			
71	2019-03-28T10:00:27	0.2382	0.3116	0.1521	0.4478	62.64	-29.03	-17.71	402.18	526.09	760.28	0.243	0.3211	0.3211	0.1527	0.4538	63.43	-30.37	-14.7	451.57	596.69	810.23	13436	0.036	0.0371	476.85	13.02	147.24	488.7				2.0033	71.1	59.6	79.8	83.1	59.1	67.6	79.7	83.9	55.6	0	65.7	54	70.3	62.6	88	49.9	3.2	5.8			
72	2019-03-28T10:00:57	0.2381	0.3115	0.1521	0.4477	62.63	-29.03	-17.74	401.91	525.74	760.26	0.2429	0.321	0.321	0.1526	0.4538	63.43	-30.38	-14.73	451.26	596.35	810.19	13436	0.036	0.0371	476.85	13.02	147.15	488.7				2.0023	71	59.6	79.8	83.1	59.1	67.6	79.7	83.8	55.6	0	65.8	53.9	70.3	62.6	87.9	49.9	3.2	5.8			
73	2019-03-28T10:01:27	0.2381	0.3114	0.1521	0.4476	62.62	-29	-17.77	402.45	526.35	761.63	0.2429	0.3209	0.3209	0.1526	0.4537	63.42	-30.36	-14.76	451.86	597.06	811.69	13436	0.036	0.0371	476.85	13.04	147.21	488.7				2.0056	71	59.6	79.8	83	59.1	67.6	79.8	83.8	55.6	0	65.8	54	70.4	62.6	87.9	49.9	3.2	5.8			
74	2019-03-28T10:01:57	0.2382	0.3115	0.1522	0.4477	62.63	-28.99	-17.73	403.12	527.15	762.13	0.243	0.321	0.321	0.1527	0.4538	63.43	-30.35	-14.72	452.6	597.93	812.19	13436	0.036	0.0371	476.85	13.05	147.13	488.7				2.0085	71.1	59.7	79.8	83.1	59.2	67.7	79.8	83.9	55.7	0	65.8	54	70.3	62.7	88	50	3.2	5.8			
75	2019-03-28T10:02:27	0.238	0.3114	0.1521	0.4476	62.62	-29.03	-17.77	403.88	528.33	764.47	0.2428	0.3209	0.3209	0.1526	0.4537	63.42	-30.38	-14.76	453.48	599.31	814.7	13436	0.036	0.0371	476.85	13.08	147.2	488.7				2.0124	71	59.5	79.8	83	59.1	67.6	79.7	83.8	55.6	0	65.8	53.9	70.3	62.6	87.9	49.8	3.2	5.8			
76	2019-03-28T10:02:57	0.238	0.3115	0.1521	0.4477	62.63	-29.07	-17.74	402.86	527.2	762.36	0.2428	0.321	0.321	0.1526	0.4538	63.43	-30.42	-14.73	452.34	598	812.43	13436	0.036	0.0372	476.85	13.06	147.22	488.7				2.0074	71	59.5	79.8	83	59.1	67.6	79.7	83.8	55.6	0	65.7	53.9	70.3	62.6	87.9	49.8	3.2	5.8			
77	2019-03-28T10:03:27	0.2379	0.3114	0.152	0.4476	62.62	-29.05	-17.79	403.49	527.98	764.28	0.2427	0.3209	0.3209	0.1525	0.4537	63.42	-30.42	-14.77	453.05	598.94	814.49	13441	0.036	0.0372	476.85	13.09	147.1	488.7				2.0115	71	59.5	79.8	83	59	67.5	79.7	83.8	55.6	0	65.7	53.8	70.3	62.5	87.9	49.8	3.2	5.8			
78	2019-03-28T10:03:57	0.2379	0.3114	0.152	0.4476	62.62	-29.06	-17.78	400.47	524.05	758.52	0.2427	0.3209	0.3209	0.1525	0.4537	63.42	-30.42	-14.77	449.66	594.49	808.34	13441	0.036	0.0372	476.85	12.99	147.12	488.7				1.9966	71	59.5	79.8	83	59	67.6	79.7	83.8	55.5	0	65.8	53.8	70.3	62.5	87.9	49.8	3.2	5.8			
79	2019-03-28T10:04:27	0.2378	0.3112	0.152	0.4475	62.61	-29.03	-17.85	397.77	520.4	754.23	0.2426	0.3207	0.3207	0.1525	0.4536	63.4	-30.4	-14.83	446.63	590.39	803.84	13462	0.036	0.0371	476.85	12.9	147.2	488.7				1.9832	71	59.5	79.8	83	59	67.6	79.7	83.8	55.5	0	65.8	53.8	70.3	62.5	87.9	49.8	3.2	5.8			
80	2019-03-28T10:04:57	0.2377	0.311	0.152	0.4474	62.59	-29.02	-17.91	396.38	518.58	752.61	0.2425	0.3205	0.3205	0.1525	0.4535	63.39	-30.4	-14.89	445.08	588.4	802.13	13541	0.036	0.0372	476.85	12.88	147.04	488.7				1.9778	71	59.5	79.7	83	59.1	67.6	79.7	83.8	55.6	0	65.7	53.9	70.3	62.5	87.9	49.8	3.2	5.8			
81	2019-03-28T10:05:27	0.2375	0.3107	0.1519	0.4472	62.57	-29.03	-18	394.23	515.86	750.08	0.2422	0.3203	0.3203	0.1524	0.4533	63.37	-30.43	-14.98	442.69	585.4	799.45	13567	0.036	0.0372	476.85	12.84	146.94	488.6				1.9684	70.9	59.4	79.7	82.9	58.9	67.5	79.7	83.8	55.5	0	65.7	53.7	70.3	62.4	87.8	49.7	3.2	5.8			
82	2019-03-28T10:05:57	0.2375	0.3107	0.1519	0.4471	62.56	-29.01	-18.02	392.84	513.93	747.56	0.2422	0.3203	0.3203	0.1524	0.4533	63.36	-30.41	-15	441.11	583.24	796.78	13567	0.036	0.0372	476.85	12.78	146.92	488.6				1.9614	70.9	59.4	79.7	82.9	59	67.5	79.7	83.8	55.5	0	65.7	53.8	70.4	62.5	87.8	49.8	3.2	5.8			
83	2019-03-28T10:06:27	0.2374	0.3106	0.1519	0.4471	62.55	-29.02	-18.06	393.71	515.14	749.88	0.2421	0.3202	0.3202	0.1523	0.4532	63.36	-30.42	-15.03	442.12	584.63	799.29	13567	0.036	0.0372	476.85	12.83	146.95	488.6				1.9664	70.9	59.4	79.7	82.9	58.9	67.5	79.7	83.7	55.5	0	65.7	53.7	70.4	62.4	87.8	49.7	3.2	5.8			
84	2019-03-28T10:06:57	0.2372	0.3105	0.1518	0.447	62.55	-29.05	-18.09	397.02	519.65	756.91	0.242	0.3201	0.3201	0.1523	0.4532	63.35	-30.45	-15.06	445.86	589.79	806.81	13709	0.036	0.0372	476.85	12.94	146.92	488.6				1.9827	71	59.4	79.6	83	59	67.5	79.6	83.8	55.6	0	65.5	53.8	70.2	62.4	87.9	49.7	3.3	5.8			
85	2019-03-28T10:07:27	0.2373	0.3104	0.1518	0.447	62.55	-29.01	-18.1	400.95	524.57	764.21	0.242	0.3201	0.3201	0.1523	0.4532	63.35	-30.41	-15.07	450.25	595.38	814.6	13709	0.036	0.0372	476.85	13.05	147.03	488.6				2.0021	71	59.4	79.7	83.1	59	67.6	79.7	83.9	55.6	0	65.6	53.8	70.2	62.5	87.9	49.8	3.2	5.8			
86	2019-03-28T10:07:57	0.2371	0.3103	0.1518	0.4469	62.53	-29.03	-18.15	405	530.02	772.99	0.2419	0.3199	0.3199	0.1522	0.4531	63.34	-30.44	-15.12	454.82	601.62	823.96	13709	0.036	0.0372	476.85	13.21	146.8	488.6				2.0248	70.9	59.3	79.7	83	58.9	67.5	79.6	83.8	55.6	0	65.5	53.7	70.2	62.4	87.9	49.7	3.3	5.8			
87	2019-03-28T10:08:27	0.2369	0.3101	0.1517	0.4467	62.51	-29.03	-18.23	407.49	533.29	779.08	0.2417	0.3197	0.3197	0.1522	0.4529	63.32	-30.45	-15.2	457.62	605.41	830.48	13723	0.036	0.0372	476.85	13.3	146.83	488.6				2.0385	70.9	59.3	79.6	82.9	58.8	67.4	79.6	83.8	55.5	0	65.6	53.6	70.3	62.3	87.8	49.6	3.3	5.8			
88	2019-03-28T10:08:58	0.2368	0.3099	0.1516	0.4466	62.5	-29.05	-18.29	407.49	533.43	780.2	0.2415	0.3196	0.3196	0.1521	0.4528	63.31	-30.48	-15.25	457.66	605.63	831.73	13723	0.036	0.0373	476.85	13.33	146.88	488.6				2.0394	70.8	59.2	79.6	82.8	58.7	67.4	79.6	83.7	55.4	0	65.5	53.5	70.3	62.2	87.7	49.5	3.3	5.8			
89	2019-03-28T10:09:28	0.2368	0.3099	0.1517	0.4466	62.5	-29.03	-18.28	402.22	526.41	769.74	0.2416	0.3196	0.3196	0.1521	0.4528	63.31	-30.46	-15.24	451.72	597.65	820.55	13723	0.036	0.0373	476.85	13.15	146.76	488.6				2.013	70.8	59.2	79.6	82.8	58.8	67.4	79.6	83.7	55.4	0	65.6	53.6	70.3	62.3	87.8	49.6	3.3	5.8			
90	2019-03-28T10:09:58	0.2368	0.3099	0.1517	0.4466	62.5	-29.03	-18.3	397.88	520.75	761.84	0.2415	0.3195	0.3195	0.1521	0.4528	63.31	-30.46	-15.26	446.85	591.24	812.15	13723	0.036	0.0373	476.85	13.01	146.78	488.6				1.9914	70.8	59.2	79.6	82.8	58.8	67.4	79.6	83.7	55.4	0	65.6	53.5	70.3	62.3	87.8	49.6	3.3	5.8			
91	2019-03-28T10:10:28	0.2367	0.3097	0.1516	0.4465	62.48	-29.01	-18.36	394.01	515.59	755.21	0.2414	0.3194	0.3194	0.1521	0.4527	63.29	-30.45	-15.32	442.5	585.44	805.12	13756	0.036	0.0373	476.85	12.89	146.8	488.5				1.9729	70.8	59.2	79.6	82.8	58.8	67.4	79.6	83.7	55.4	0	65.6	53.5	70.3	62.3	87.7	49.6	3.3	5.8			
92	2019-03-28T10:10:58	0.2366	0.3096	0.1516	0.4464	62.48	-29.01	-18.38	391.16	511.88	750.14	0.2413	0.3193	0.3193	0.152	0.4526	63.29	-30.45	-15.34	439.31	581.26	799.72	13756	0.036	0.0373	476.85	12.8	146.69	488.5				1.9593	70.8	59.2	79.6	82.7	58.8	67.4	79.6	83.7	55.4	0	65.6	53.5	70.3	62.3	87.7	49.6	3.3	5.8			
93	2019-03-28T10:11:28	0.2367	0.3097	0.1516	0.4465	62.48	-29.01	-18.36	389.67	509.91	746.97	0.2414	0.3194	0.3194	0.1521	0.4527	63.29	-30.45	-15.32	437.63	579	796.35	13756	0.036	0.0373	476.85	12.75	146.67	488.5				1.9517	70.8	59.2	79.6	82.8	58.8	67.4	79.6	83.7	55.4	0	65.6	53.5	70.3	62.3	87.7	49.6	3.3	5.8			
94	2019-03-28T10:11:58	0.2366	0.3096	0.1516	0.4464	62.48	-29.02	-18.38	387.34	506.94	742.88	0.2413	0.3193	0.3193	0.152	0.4526	63.29	-30.46	-15.34	435.03	575.65	791.99	13756	0.036	0.0373	476.85	12.67	146.79	488.5				1.941	70.8	59.2	79.6	82.7	58.8	67.4	79.6	83.7	55.4	0	65.6	53.5	70.3	62.3	87.7	49.6	3.3	5.8			
95	2019-03-28T10:12:28	0.2366	0.3096	0.1516	0.4464	62.48	-29	-18.39	383.51	501.82	735.44	0.2413	0.3193	0.3193	0.1521	0.4526	63.28	-30.44	-15.35	430.72	569.83	784.08	13756	0.036	0.0372	476.85	12.55	146.75	488.5				1.9207	70.8	59.2	79.6	82.8	58.8	67.4	79.6	83.7	55.4	0	65.6	53.5	70.4	62.3	87.7	49.6	3.3	5.8			
96	2019-03-28T10:12:58	0.2367	0.3097	0.1516	0.4465	62.48	-29.01	-18.36	380.05	497.32	728.52	0.2414	0.3194	0.3194	0.1521	0.4527	63.29	-30.44	-15.32	426.83	564.69	776.68	13756	0.036	0.0373	476.85	12.43	146.68	488.5				1.9034	70.8	59.2	79.6	82.8	58.8	67.4	79.6	83.7	55.4	0	65.6	53.5	70.3	62.3	87.7	49.6	3.3	5.8			
97	2019-03-28T10:13:28	0.2365	0.3095	0.1516	0.4463	62.46	-29	-18.43	379.7	496.89	728.96	0.2412	0.3192	0.3192	0.152	0.4525	63.27	-30.45	-15.39	426.45	564.28	777.2	13872	0.036	0.0373	476.85	12.44	146.79	488.5				1.9026	70.9	59.3	79.6	82.9	58.9	67.4	79.6	83.8	55.6	0	65.5	53.6	70.3	62.3	87.8	49.6	3.3	5.8			
98	2019-03-28T10:13:58	0.2363	0.3092	0.1515	0.4461	62.44	-28.99	-18.52	379.45	496.55	729.76	0.241	0.3189	0.3189	0.1519	0.4524	63.26	-30.45	-15.48	426.19	563.96	778.1	13932	0.036	0.0373	476.85	12.45	146.59	488.5				1.9029	70.9	59.2	79.6	82.9	58.9	67.4	79.6	83.8	55.6	0	65.4	53.6	70.2	62.3	87.8	49.6	3.3	5.8			
99	2019-03-28T10:14:28	0.2361	0.309	0.1515	0.446	62.42	-28.99	-18.6	381.05	498.68	734.15	0.2408	0.3187	0.3187	0.1519	0.4522	63.24	-30.47	-15.55	428	566.48	782.8	13956	0.036	0.0373	476.85	12.51	146.58	488.5				1.9117	70.8	59.2	79.6	82.8	58.8	67.4	79.5	83.8	55.5	0	65.4	53.5	70.3	62.2	87.8	49.6	3.3	5.8			
100	2019-03-28T10:14:58	0.2359	0.3088	0.1514	0.4458	62.41	-29	-18.67	383.88	502.43	740.68	0.2406	0.3186	0.3186	0.1518	0.4521	63.22	-30.48	-15.62	431.19	570.8	789.8	13988	0.036	0.0373	476.85	12.62	146.66	488.4				1.9274	70.8	59.1	79.6	82.7	58.7	67.3	79.5	83.7	55.4	0	65.4	53.4	70.3	62.1	87.7	49.5	3.3	5.8			
101	2019-03-28T10:15:28	0.2358	0.3086	0.1514	0.4457	62.39	-28.98	-18.74	386.09	505.26	745.88	0.2405	0.3184	0.3184	0.1518	0.452	63.21	-30.47	-15.68	433.67	574.08	795.38	13988	0.036	0.0373	476.85	12.7	146.48	488.4				1.939	70.7	59.1	79.6	82.7	58.6	67.3	79.5	83.7	55.4	0	65.5	53.3	70.3	62.1	87.7	49.5	3.3	5.8			
102	2019-03-28T10:15:58	0.2357	0.3085	0.1513	0.4457	62.38	-29	-18.76	385.72	504.87	745.71	0.2404	0.3183	0.3183	0.1517	0.4519	63.2	-30.49	-15.7	433.27	573.66	795.2	14097	0.036	0.0374	476.85	12.7	146.41	488.4				1.9376	70.8	59.1	79.5	82.8	58.7	67.3	79.5	83.8	55.5	0	65.3	53.4	70.2	62.1	87.8	49.5	3.3	5.8			
103	2019-03-28T10:16:28	0.2357	0.3085	0.1513	0.4456	62.38	-29.02	-18.77	381.39	499.31	737.57	0.2404	0.3183	0.3183	0.1517	0.4519	63.2	-30.52	-15.71	428.41	567.35	786.5	14097	0.036	0.0374	476.85	12.56	146.51	488.4				1.9159	70.8	59.1	79.5	82.8	58.7	67.3	79.5	83.8	55.5	0	65.3	53.4	70.2	62.1	87.7	49.5	3.3	5.8			
104	2019-03-28T10:16:58	0.2357	0.3085	0.1513	0.4456	62.38	-29	-18.78	378.98	496.06	732.92	0.2404	0.3183	0.3183	0.1517	0.4519	63.2	-30.49	-15.72	425.71	563.67	781.59	14097	0.036	0.0374	476.85	12.48	146.57	488.4				1.9042	70.8	59.1	79.5	82.8	58.7	67.3	79.5	83.8	55.5	0	65.3	53.4	70.2	62.1	87.8	49.5	3.3	5.8			
105	2019-03-28T10:17:28	0.2356	0.3084	0.1513	0.4456	62.37	-28.99	-18.81	373.47	488.85	722.7	0.2403	0.3182	0.3182	0.1517	0.4519	63.19	-30.49	-15.75	419.52	555.49	770.69	14123	0.036	0.0374	476.85	12.3	146.42	488.4				1.8772	70.8	59.1	79.5	82.8	58.7	67.3	79.5	83.8	55.5	0	65.3	53.4	70.2	62.1	87.7	49.5	3.3	5.8			
106	2019-03-28T10:17:58	0.2355	0.3084	0.1512	0.4455	62.37	-29.02	-18.83	368.97	483.06	714.48	0.2402	0.3182	0.3182	0.1516	0.4518	63.19	-30.52	-15.77	414.49	548.94	761.95	14145	0.036	0.0374	476.85	12.16	146.35	488.4				1.8547	70.7	59	79.5	82.8	58.7	67.3	79.4	83.8	55.4	0	65.2	53.4	70.2	62	87.7	49.4	3.3	5.8			
107	2019-03-28T10:18:28	0.2354	0.3082	0.1512	0.4454	62.36	-29.04	-18.88	367.3	480.99	712.15	0.2401	0.3181	0.3181	0.1516	0.4517	63.18	-30.54	-15.81	412.62	546.65	759.47	14179	0.036	0.0374	476.85	12.11	146.46	488.4				1.8463	70.7	59	79.4	82.8	58.6	67.3	79.4	83.8	55.4	0	65.2	53.3	70.1	62	87.7	49.4	3.3	5.8			
108	2019-03-28T10:18:58	0.2354	0.3083	0.1512	0.4455	62.36	-29.04	-18.86	363.73	476.34	704.94	0.2401	0.3181	0.3181	0.1516	0.4518	63.19	-30.55	-15.79	408.61	541.35	751.75	14151	0.036	0.0374	476.85	11.98	146.47	488.4				1.8284	70.7	59	79.4	82.7	58.6	67.3	79.4	83.8	55.4	0	65.2	53.3	70.2	62	87.7	49.4	3.3	5.8			
109	2019-03-28T10:19:28	0.2355	0.3084	0.1512	0.4455	62.37	-29.07	-18.83	363.43	476.06	704.06	0.2402	0.3182	0.3182	0.1516	0.4519	63.2	-30.57	-15.76	408.28	541.01	750.8	14151	0.036	0.0375	476.85	11.98	146.49	488.4				1.8272	70.7	59	79.4	82.7	58.6	67.2	79.4	83.8	55.4	0	65.2	53.3	70.1	62	87.7	49.4	3.3	5.8			
110	2019-03-28T10:19:58	0.2352	0.3082	0.1511	0.4454	62.35	-29.07	-18.92	366.08	479.58	710.64	0.2399	0.318	0.318	0.1515	0.4517	63.18	-30.59	-15.85	411.27	545.09	757.85	14256	0.036	0.0375	476.85	12.09	146.36	488.4				1.8414	70.7	58.9	79.4	82.8	58.6	67.2	79.4	83.8	55.4	0	65.1	53.3	70.1	61.9	87.7	49.3	3.3	5.8			
111	2019-03-28T10:20:28	0.235	0.3078	0.151	0.4451	62.32	-29.04	-19.05	370.21	484.89	720.43	0.2397	0.3176	0.3176	0.1514	0.4514	63.15	-30.58	-15.97	415.92	551.25	768.35	14298	0.036	0.0375	476.85	12.24	146.31	488.3				1.8646	70.7	58.9	79.4	82.7	58.5	67.2	79.4	83.8	55.4	0	65.1	53.2	70.1	61.9	87.7	49.3	3.3	5.8			
112	2019-03-28T10:20:58	0.2348	0.3075	0.151	0.4449	62.3	-29.05	-19.13	371.76	486.98	724.71	0.2394	0.3174	0.3174	0.1513	0.4513	63.13	-30.59	-16.05	417.67	553.7	772.94	14377	0.036	0.0375	476.85	12.29	146.3	488.3				1.8733	70.6	58.8	79.3	82.7	58.5	67.2	79.3	83.8	55.4	0	65	53.2	70.1	61.9	87.7	49.3	3.3	5.8			
113	2019-03-28T10:21:28	0.2348	0.3077	0.151	0.445	62.31	-29.06	-19.09	367.59	481.58	716.1	0.2395	0.3175	0.3175	0.1513	0.4514	63.14	-30.6	-16.01	413	547.52	763.76	14377	0.036	0.0375	476.85	12.16	146.3	488.3				1.8527	70.7	58.9	79.3	82.8	58.6	67.2	79.3	83.8	55.4	0	65	53.2	70	61.9	87.7	49.3	3.3	5.8			
114	2019-03-28T10:21:58	0.2348	0.3076	0.151	0.445	62.31	-29.05	-19.1	364.96	478.1	711.07	0.2395	0.3175	0.3175	0.1513	0.4514	63.14	-30.59	-16.02	410.04	543.56	758.41	14377	0.036	0.0375	476.85	12.07	146.18	488.3				1.8386	70.7	58.9	79.3	82.8	58.6	67.2	79.3	83.8	55.4	0	65	53.2	70.1	61.9	87.7	49.3	3.3	5.8			
115	2019-03-28T10:22:29	0.2349	0.3077	0.151	0.4451	62.31	-29.04	-19.07	357.55	468.3	696	0.2396	0.3176	0.3176	0.1514	0.4514	63.14	-30.57	-15.99	401.71	532.39	742.35	14298	0.036	0.0375	476.85	11.82	146.38	488.3				1.8011	70.7	58.9	79.4	82.7	58.6	67.2	79.4	83.8	55.4	0	65.1	53.2	70.1	61.9	87.7	49.3	3.3	5.8			
116	2019-03-28T10:22:59	0.2348	0.3075	0.151	0.4449	62.3	-29.03	-19.14	355.11	465.09	692.29	0.2395	0.3174	0.3174	0.1513	0.4513	63.13	-30.57	-16.06	398.98	528.81	738.42	14377	0.036	0.0375	476.85	11.76	146.23	488.3				1.7901	70.7	58.9	79.4	82.7	58.6	67.2	79.3	83.8	55.4	0	65	53.2	70.1	61.9	87.7	49.3	3.3	5.8			
117	2019-03-28T10:23:29	0.2346	0.3072	0.1509	0.4447	62.27	-28.99	-19.24	355.49	465.5	694.35	0.2393	0.3171	0.3171	0.1513	0.4511	63.1	-30.55	-16.16	399.42	529.35	740.68	14441	0.036	0.0375	476.85	11.78	146.26	488.3				1.7927	70.7	58.9	79.4	82.7	58.6	67.2	79.3	83.8	55.4	0	65	53.2	70.1	61.9	87.7	49.3	3.3	5.8			
118	2019-03-28T10:23:59	0.2348	0.3075	0.151	0.4449	62.3	-29.01	-19.13	348.8	456.77	679.82	0.2395	0.3174	0.3174	0.1513	0.4513	63.13	-30.56	-16.06	391.88	519.33	725.14	14377	0.036	0.0375	476.85	11.53	146.34	488.3				1.7585	70.7	58.9	79.4	82.8	58.6	67.2	79.4	83.8	55.5	0	65.1	53.2	70.1	61.9	87.7	49.4	3.3	5.8			
119	2019-03-28T10:24:29	0.2349	0.3077	0.151	0.445	62.31	-29.04	-19.08	345.2	452.15	672.23	0.2396	0.3175	0.3175	0.1514	0.4514	63.14	-30.57	-16.01	387.85	514.03	717.02	14377	0.036	0.0375	476.85	11.4	146.59	488.3				1.7394	70.7	58.9	79.4	82.8	58.6	67.2	79.3	83.8	55.5	0	65	53.3	70.1	61.9	87.8	49.4	3.3	5.8			
120	2019-03-28T10:24:59	0.2349	0.3077	0.151	0.445	62.31	-29.05	-19.08	343.77	450.32	669.52	0.2396	0.3175	0.3175	0.1513	0.4514	63.14	-30.59	-16.01	386.24	511.97	714.12	14377	0.036	0.0375	476.85	11.35	146.5	488.3				1.7317	70.7	58.9	79.3	82.8	58.6	67.2	79.3	83.8	55.5	0	65	53.3	70.1	61.9	87.7	49.3	3.3	5.8			
121	2019-03-28T10:25:29	0.2347	0.3074	0.1509	0.4448	62.29	-29.04	-19.17	347.44	455.1	677.88	0.2394	0.3173	0.3173	0.1513	0.4512	63.12	-30.58	-16.09	390.37	517.48	723.07	14429	0.036	0.0375	476.85	11.49	146.31	488.3				1.7511	70.7	58.9	79.3	82.8	58.6	67.2	79.3	83.8	55.5	0	65	53.2	70.1	61.9	87.7	49.3	3.3	5.8			
122	2019-03-28T10:25:59	0.2345	0.3071	0.1509	0.4446	62.26	-29.02	-19.28	350.32	458.84	684.91	0.2391	0.317	0.317	0.1512	0.451	63.1	-30.58	-16.19	393.62	521.82	730.61	14441	0.036	0.0375	476.85	11.62	146.06	488.3				1.7678	70.6	58.8	79.3	82.6	58.5	67.2	79.3	83.8	55.4	0	65	53.1	70.1	61.8	87.6	49.2	3.3	5.8			
123	2019-03-28T10:26:29	0.2339	0.3063	0.1507	0.4441	62.2	-28.97	-19.54	356.41	466.7	700.45	0.2386	0.3163	0.3163	0.151	0.4505	63.03	-30.57	-16.44	400.5	530.99	747.36	14690	0.036	0.0375	476.85	11.86	146.05	488.2				1.8014	70.6	58.8	79.3	82.7	58.5	67.2	79.3	83.8	55.5	0	64.9	53.1	70.1	61.8	87.7	49.3	3.4	5.9			
124	2019-03-28T10:26:59	0.234	0.3064	0.1507	0.4441	62.2	-28.98	-19.51	354.1	463.71	695.6	0.2386	0.3164	0.3164	0.151	0.4506	63.04	-30.58	-16.42	397.9	527.57	742.13	14657	0.036	0.0375	476.85	11.77	146.13	488.2				1.7895	70.6	58.8	79.3	82.7	58.5	67.2	79.3	83.8	55.4	0	64.9	53.1	70.1	61.7	87.7	49.2	3.4	5.9			
125	2019-03-28T10:27:29	0.234	0.3064	0.1507	0.4441	62.2	-28.97	-19.52	352.82	462	693.1	0.2386	0.3163	0.3163	0.151	0.4506	63.04	-30.57	-16.42	396.46	525.63	739.47	14657	0.036	0.0375	476.85	11.74	146.05	488.2				1.7839	70.6	58.8	79.3	82.7	58.5	67.2	79.3	83.8	55.5	0	64.9	53.1	70.1	61.8	87.7	49.3	3.4	5.9			
126	2019-03-28T10:27:59	0.2341	0.3064	0.1508	0.4442	62.2	-28.93	-19.5	349.33	457.26	685.75	0.2387	0.3164	0.3164	0.1511	0.4506	63.04	-30.53	-16.41	392.51	520.21	731.65	14657	0.036	0.0375	476.85	11.61	146.03	488.2				1.7648	70.7	58.9	79.3	82.7	58.6	67.3	79.3	83.8	55.5	0	65	53.2	70.1	61.8	87.7	49.4	3.4	5.9			
127	2019-03-28T10:28:29	0.2341	0.3065	0.1508	0.4442	62.21	-28.96	-19.46	347.59	455.07	681.91	0.2388	0.3165	0.3165	0.1511	0.4507	63.05	-30.55	-16.37	390.55	517.7	727.52	14657	0.036	0.0375	476.85	11.54	146.28	488.2				1.7565	70.7	58.9	79.3	82.8	58.6	67.3	79.3	83.9	55.6	0	65	53.3	70.1	61.9	87.7	49.4	3.3	5.9			
