Place,Date,Time,Value,Unit
2075,2/20/19,11:02:44,27100,LUX     
2076,2/20/19,11:02:54,27100,LUX     
2077,2/20/19,11:03:04,25700,LUX     
2078,2/20/19,11:03:14,25700,LUX     
2079,2/20/19,11:03:24,25700,LUX     
2080,2/20/19,11:03:34,25700,LUX     
2081,2/20/19,11:03:44,25400,LUX     
2082,2/20/19,11:03:54,25400,LUX     
2083,2/20/19,11:04:04,24500,LUX     
2084,2/20/19,11:04:14,24500,LUX     
2085,2/20/19,11:04:24,24500,LUX     
2086,2/20/19,11:04:34,25700,LUX     
2087,2/20/19,11:04:44,25700,LUX     
2088,2/20/19,11:04:54,25400,LUX     
2089,2/20/19,11:05:04,25400,LUX     
2090,2/20/19,11:05:14,25900,LUX     
2091,2/20/19,11:05:24,25000,LUX     
2092,2/20/19,11:05:34,25000,LUX     
2093,2/20/19,11:05:44,25000,LUX     
2094,2/20/19,11:05:54,25000,LUX     
2095,2/20/19,11:06:04,25000,LUX     
2096,2/20/19,11:06:14,25000,LUX     
2097,2/20/19,11:06:24,26100,LUX     
2098,2/20/19,11:06:34,25900,LUX     
2099,2/20/19,11:06:44,25900,LUX     
2100,2/20/19,11:06:54,25700,LUX     
2101,2/20/19,11:07:04,25700,LUX     
2102,2/20/19,11:07:14,25200,LUX     
2103,2/20/19,11:07:24,25700,LUX     
2104,2/20/19,11:07:34,25700,LUX     
2105,2/20/19,11:07:44,25900,LUX     
2106,2/20/19,11:07:54,25900,LUX     
2107,2/20/19,11:08:04,26600,LUX     
2108,2/20/19,11:08:14,26600,LUX     
2109,2/20/19,11:08:24,26600,LUX     
2110,2/20/19,11:08:34,26600,LUX     
2111,2/20/19,11:08:44,26600,LUX     
2112,2/20/19,11:08:54,26100,LUX     
2113,2/20/19,11:09:04,26100,LUX     
2114,2/20/19,11:09:14,26600,LUX     
2115,2/20/19,11:09:24,26600,LUX     
2116,2/20/19,11:09:34,25700,LUX     
2117,2/20/19,11:09:44,25700,LUX     
2118,2/20/19,11:09:54,25700,LUX     
2119,2/20/19,11:10:04,26600,LUX     
2120,2/20/19,11:10:14,26600,LUX     
2121,2/20/19,11:10:24,26600,LUX     
2122,2/20/19,11:10:34,26600,LUX     
2123,2/20/19,11:10:44,26800,LUX     
2124,2/20/19,11:10:54,26800,LUX     
2125,2/20/19,11:11:04,26800,LUX     
2126,2/20/19,11:11:14,27700,LUX     
2127,2/20/19,11:11:24,27100,LUX     
2128,2/20/19,11:11:34,27100,LUX     
2129,2/20/19,11:11:44,27500,LUX     
2130,2/20/19,11:11:54,27500,LUX     
2131,2/20/19,11:12:04,27500,LUX     
2132,2/20/19,11:12:14,27500,LUX     
2133,2/20/19,11:12:24,27500,LUX     
2134,2/20/19,11:12:34,27500,LUX     
2135,2/20/19,11:12:44,27500,LUX     
2136,2/20/19,11:12:54,27500,LUX     
2137,2/20/19,11:13:04,25700,LUX     
2138,2/20/19,11:13:14,26600,LUX     
2139,2/20/19,11:13:24,26600,LUX     
2140,2/20/19,11:13:34,26600,LUX     
2141,2/20/19,11:13:44,26100,LUX     
2142,2/20/19,11:13:54,26100,LUX     
2143,2/20/19,11:14:04,26400,LUX     
2144,2/20/19,11:14:14,26100,LUX     
2145,2/20/19,11:14:24,26100,LUX     
2146,2/20/19,11:14:34,26100,LUX     
2147,2/20/19,11:14:44,25200,LUX     
2148,2/20/19,11:14:54,25900,LUX     
2149,2/20/19,11:15:04,25700,LUX     
2150,2/20/19,11:15:14,25700,LUX     
2151,2/20/19,11:15:24,25700,LUX     
2152,2/20/19,11:15:34,25700,LUX     
2153,2/20/19,11:15:44,25700,LUX     
2154,2/20/19,11:15:54,25700,LUX     
2155,2/20/19,11:16:04,26100,LUX     
2156,2/20/19,11:16:14,26100,LUX     
2157,2/20/19,11:16:24,26100,LUX     
2158,2/20/19,11:16:34,26100,LUX     
2159,2/20/19,11:16:44,27100,LUX     
2160,2/20/19,11:16:54,27100,LUX     
2161,2/20/19,11:17:04,27300,LUX     
2162,2/20/19,11:17:14,26800,LUX     
2163,2/20/19,11:17:24,26800,LUX     
2164,2/20/19,11:17:34,27300,LUX     
2165,2/20/19,11:17:44,27300,LUX     
2166,2/20/19,11:17:54,27300,LUX     
2167,2/20/19,11:18:04,26400,LUX     
2168,2/20/19,11:18:14,26400,LUX     
2169,2/20/19,11:18:24,26600,LUX     
2170,2/20/19,11:18:34,26600,LUX     
2171,2/20/19,11:18:44,26600,LUX     
2172,2/20/19,11:18:54,26800,LUX     
2173,2/20/19,11:19:04,26600,LUX     
2174,2/20/19,11:19:14,26600,LUX     
2175,2/20/19,11:19:24,26800,LUX     
2176,2/20/19,11:19:34,26600,LUX     
2177,2/20/19,11:19:44,26600,LUX     
2178,2/20/19,11:19:54,26100,LUX     
2179,2/20/19,11:20:04,26800,LUX     
2180,2/20/19,11:20:14,26800,LUX     
2181,2/20/19,11:20:24,26800,LUX     
2182,2/20/19,11:20:34,24500,LUX     
2183,2/20/19,11:20:44,24500,LUX     
2184,2/20/19,11:20:54,24500,LUX     
2185,2/20/19,11:21:04,24500,LUX     
2186,2/20/19,11:21:14,24500,LUX     
2187,2/20/19,11:21:24,24500,LUX     
2188,2/20/19,11:21:34,23500,LUX     
2189,2/20/19,11:21:44,23800,LUX     
2190,2/20/19,11:21:54,23800,LUX     
2191,2/20/19,11:22:04,22800,LUX     
2192,2/20/19,11:22:14,23100,LUX     
2193,2/20/19,11:22:24,23100,LUX     
2194,2/20/19,11:22:34,22800,LUX     
2195,2/20/19,11:22:44,22800,LUX     
2196,2/20/19,11:22:54,22800,LUX     
2197,2/20/19,11:23:04,22800,LUX     
2198,2/20/19,11:23:14,22300,LUX     
2199,2/20/19,11:23:24,22300,LUX     
2200,2/20/19,11:23:34,22300,LUX     
2201,2/20/19,11:23:44,22300,LUX     
2202,2/20/19,11:23:54,22300,LUX     
2203,2/20/19,11:24:04,22300,LUX     
2204,2/20/19,11:24:14,21400,LUX     
2205,2/20/19,11:24:24,22300,LUX     
2206,2/20/19,11:24:34,23800,LUX     
2207,2/20/19,11:24:44,22600,LUX     
2208,2/20/19,11:24:54,24000,LUX     
2209,2/20/19,11:25:04,22800,LUX     
2210,2/20/19,11:25:14,23100,LUX     
2211,2/20/19,11:25:24,23100,LUX     
2212,2/20/19,11:25:34,22600,LUX     
2213,2/20/19,11:25:44,22600,LUX     
2214,2/20/19,11:25:54,22600,LUX     
2215,2/20/19,11:26:04,21600,LUX     
2216,2/20/19,11:26:14,21600,LUX     
2217,2/20/19,11:26:24,21600,LUX     
2218,2/20/19,11:26:34,22300,LUX     
2219,2/20/19,11:26:44,22300,LUX     
2220,2/20/19,11:26:54,22800,LUX     
2221,2/20/19,11:27:04,22600,LUX     
2222,2/20/19,11:27:14,22600,LUX     
2223,2/20/19,11:27:24,22600,LUX     
2224,2/20/19,11:27:34,22600,LUX     
2225,2/20/19,11:27:44,22600,LUX     
2226,2/20/19,11:27:54,21400,LUX     
2227,2/20/19,11:28:04,21900,LUX     
2228,2/20/19,11:28:14,23800,LUX     
2229,2/20/19,11:28:24,24500,LUX     
2230,2/20/19,11:28:34,23300,LUX     
2231,2/20/19,11:28:44,23300,LUX     
2232,2/20/19,11:28:54,23300,LUX     
2233,2/20/19,11:29:04,22800,LUX     
2234,2/20/19,11:29:14,23300,LUX     
2235,2/20/19,11:29:24,23300,LUX     
2236,2/20/19,11:29:34,23300,LUX     
2237,2/20/19,11:29:44,24500,LUX     
2238,2/20/19,11:29:54,24200,LUX     
2239,2/20/19,11:30:04,25400,LUX     
2240,2/20/19,11:30:14,24700,LUX     
2241,2/20/19,11:30:24,23800,LUX     
2242,2/20/19,11:30:34,23500,LUX     
2243,2/20/19,11:30:44,23500,LUX     
2244,2/20/19,11:30:54,24700,LUX     
2245,2/20/19,11:31:04,24700,LUX     
2246,2/20/19,11:31:14,25900,LUX     
2247,2/20/19,11:31:24,25900,LUX     
2248,2/20/19,11:31:34,25400,LUX     
2249,2/20/19,11:31:44,25400,LUX     
2250,2/20/19,11:31:54,25400,LUX     
2251,2/20/19,11:32:04,25400,LUX     
2252,2/20/19,11:32:14,24500,LUX     
2253,2/20/19,11:32:24,24500,LUX     
2254,2/20/19,11:32:34,24700,LUX     
2255,2/20/19,11:32:44,25400,LUX     
2256,2/20/19,11:32:54,25400,LUX     
2257,2/20/19,11:33:04,25700,LUX     
2258,2/20/19,11:33:14,25700,LUX     
2259,2/20/19,11:33:24,26100,LUX     
2260,2/20/19,11:33:34,26100,LUX     
2261,2/20/19,11:33:44,25700,LUX     
2262,2/20/19,11:33:54,25700,LUX     
2263,2/20/19,11:34:04,24700,LUX     
2264,2/20/19,11:34:14,24700,LUX     
2265,2/20/19,11:34:24,24700,LUX     
2266,2/20/19,11:34:34,24200,LUX     
2267,2/20/19,11:34:44,24200,LUX     
2268,2/20/19,11:34:54,24200,LUX     
2269,2/20/19,11:35:04,24200,LUX     
2270,2/20/19,11:35:14,24200,LUX     
2271,2/20/19,11:35:24,25400,LUX     
2272,2/20/19,11:35:34,25400,LUX     
2273,2/20/19,11:35:44,25000,LUX     
2274,2/20/19,11:35:54,25000,LUX     
2275,2/20/19,11:36:04,25000,LUX     
2276,2/20/19,11:36:14,25000,LUX     
2277,2/20/19,11:36:24,25000,LUX     
2278,2/20/19,11:36:34,25000,LUX     
2279,2/20/19,11:36:44,25000,LUX     
2280,2/20/19,11:36:54,25900,LUX     
2281,2/20/19,11:37:04,25900,LUX     
2282,2/20/19,11:37:14,25000,LUX     
2283,2/20/19,11:37:24,24000,LUX     
2284,2/20/19,11:37:34,24000,LUX     
2285,2/20/19,11:37:44,24000,LUX     
2286,2/20/19,11:37:54,24000,LUX     
2287,2/20/19,11:38:04,24000,LUX     
2288,2/20/19,11:38:14,24000,LUX     
2289,2/20/19,11:38:24,23300,LUX     
2290,2/20/19,11:38:34,23500,LUX     
2291,2/20/19,11:38:44,20700,LUX     
2292,2/20/19,11:38:54,19600,LUX     
2293,2/20/19,11:39:04,19600,LUX     
2294,2/20/19,11:39:14,22800,LUX     
2295,2/20/19,11:39:24,23300,LUX     
2296,2/20/19,11:39:34,23500,LUX     
2297,2/20/19,11:39:44,24000,LUX     
2298,2/20/19,11:39:54,24000,LUX     
2299,2/20/19,11:40:04,23800,LUX     
2300,2/20/19,11:40:14,23800,LUX     
2301,2/20/19,11:40:24,23800,LUX     
2302,2/20/19,11:40:34,23800,LUX     
2303,2/20/19,11:40:44,23800,LUX     
2304,2/20/19,11:40:54,22800,LUX     
2305,2/20/19,11:41:04,22800,LUX     
2306,2/20/19,11:41:14,22800,LUX     
2307,2/20/19,11:41:24,22800,LUX     
2308,2/20/19,11:41:34,22600,LUX     
2309,2/20/19,11:41:44,22300,LUX     
2310,2/20/19,11:41:54,20900,LUX     
2311,2/20/19,11:42:04,20900,LUX     
2312,2/20/19,11:42:14,21400,LUX     
2313,2/20/19,11:42:24,21400,LUX     
2314,2/20/19,11:42:34,20900,LUX     
2315,2/20/19,11:42:44,20900,LUX     
2316,2/20/19,11:42:54,20900,LUX     
2317,2/20/19,11:43:04,20900,LUX     
2318,2/20/19,11:43:14,21900,LUX     
2319,2/20/19,11:43:24,21600,LUX     
2320,2/20/19,11:43:34,21400,LUX     
2321,2/20/19,11:43:44,21200,LUX     
2322,2/20/19,11:43:54,21600,LUX     
2323,2/20/19,11:44:04,21200,LUX     
2324,2/20/19,11:44:14,21200,LUX     
2325,2/20/19,11:44:24,21200,LUX     
2326,2/20/19,11:44:34,21200,LUX     
2327,2/20/19,11:44:44,21200,LUX     
2328,2/20/19,11:44:54,22100,LUX     
2329,2/20/19,11:45:04,22100,LUX     
2330,2/20/19,11:45:14,22300,LUX     
2331,2/20/19,11:45:24,22300,LUX     
2332,2/20/19,11:45:34,22300,LUX     
2333,2/20/19,11:45:44,22300,LUX     
2334,2/20/19,11:45:54,21400,LUX     
2335,2/20/19,11:46:04,21900,LUX     
2336,2/20/19,11:46:14,21200,LUX     
2337,2/20/19,11:46:24,21200,LUX     
2338,2/20/19,11:46:34,21200,LUX     
2339,2/20/19,11:46:44,19300,LUX     
2340,2/20/19,11:46:54,19300,LUX     
2341,2/20/19,11:47:04,19300,LUX     
2342,2/20/19,11:47:14,19300,LUX     
2343,2/20/19,11:47:24,18200,LUX     
2344,2/20/19,11:47:34,18400,LUX     
2345,2/20/19,11:47:44,18400,LUX     
2346,2/20/19,11:47:54,19800,LUX     
2347,2/20/19,11:48:04,19100,LUX     
2348,2/20/19,11:48:14,19600,LUX     
2349,2/20/19,11:48:24,19800,LUX     
2350,2/20/19,11:48:34,20700,LUX     
2351,2/20/19,11:48:44,20700,LUX     
2352,2/20/19,11:48:54,20700,LUX     
2353,2/20/19,11:49:04,20700,LUX     
2354,2/20/19,11:49:14,20700,LUX     
2355,2/20/19,11:49:24,20700,LUX     
2356,2/20/19,11:49:34,20700,LUX     
2357,2/20/19,11:49:44,19600,LUX     
2358,2/20/19,11:49:54,19600,LUX     
2359,2/20/19,11:50:04,19600,LUX     
2360,2/20/19,11:50:14,19800,LUX     
2361,2/20/19,11:50:24,19800,LUX     
2362,2/20/19,11:50:34,19800,LUX     
2363,2/20/19,11:50:44,20900,LUX     
2364,2/20/19,11:50:54,20900,LUX     
2365,2/20/19,11:51:04,20900,LUX     
2366,2/20/19,11:51:14,20900,LUX     
2367,2/20/19,11:51:24,20900,LUX     
2368,2/20/19,11:51:34,19800,LUX     
2369,2/20/19,11:51:44,19100,LUX     
2370,2/20/19,11:51:54,19100,LUX     
2371,2/20/19,11:52:04,19100,LUX     
2372,2/20/19,11:52:14,18900,LUX     
2373,2/20/19,11:52:24,18900,LUX     
2374,2/20/19,11:52:34,18900,LUX     
2375,2/20/19,11:52:44,18900,LUX     
2376,2/20/19,11:52:54,19600,LUX     
2377,2/20/19,11:53:04,19600,LUX     
2378,2/20/19,11:53:14,19600,LUX     
2379,2/20/19,11:53:24,18900,LUX     
2380,2/20/19,11:53:34,18900,LUX     
2381,2/20/19,11:53:44,19600,LUX     
2382,2/20/19,11:53:54,18600,LUX     
2383,2/20/19,11:54:04,18600,LUX     
2384,2/20/19,11:54:14,18400,LUX     
2385,2/20/19,11:54:24,18900,LUX     
2386,2/20/19,11:54:34,18900,LUX     
2387,2/20/19,11:54:44,19100,LUX     
2388,2/20/19,11:54:54,19100,LUX     
2389,2/20/19,11:55:04,17990,LUX     
2390,2/20/19,11:55:14,17990,LUX     
2391,2/20/19,11:55:24,17990,LUX     
2392,2/20/19,11:55:34,17990,LUX     
2393,2/20/19,11:55:44,17990,LUX     
2394,2/20/19,11:55:54,17990,LUX     
2395,2/20/19,11:56:04,17990,LUX     
