Place,Date,Time,Value,Unit
2854,2/22/19,11:03:37,105,LUX     
2855,2/22/19,11:03:47,106,LUX     
2856,2/22/19,11:03:57,107,LUX     
2857,2/22/19,11:04:07,110,LUX     
2858,2/22/19,11:04:17,114,LUX     
2859,2/22/19,11:04:27,119,LUX     
2860,2/22/19,11:04:37,123,LUX     
2861,2/22/19,11:04:47,128,LUX     
2862,2/22/19,11:04:57,129,LUX     
2863,2/22/19,11:05:07,129,LUX     
2864,2/22/19,11:05:17,128,LUX     
2865,2/22/19,11:05:27,126,LUX     
2866,2/22/19,11:05:37,124,LUX     
2867,2/22/19,11:05:47,124,LUX     
2868,2/22/19,11:05:57,123,LUX     
2869,2/22/19,11:06:07,123,LUX     
2870,2/22/19,11:06:17,122,LUX     
2871,2/22/19,11:06:27,118,LUX     
2872,2/22/19,11:06:37,110,LUX     
2873,2/22/19,11:06:47,101,LUX     
2874,2/22/19,11:06:57,97,LUX     
2875,2/22/19,11:07:07,95,LUX     
2876,2/22/19,11:07:17,94,LUX     
2877,2/22/19,11:07:27,101,LUX     
2878,2/22/19,11:07:37,103,LUX     
2879,2/22/19,11:07:47,108,LUX     
2880,2/22/19,11:07:57,108,LUX     
2881,2/22/19,11:08:07,113,LUX     
2882,2/22/19,11:08:17,118,LUX     
2883,2/22/19,11:08:27,131,LUX     
2884,2/22/19,11:08:37,186,LUX     
2885,2/22/19,11:08:47,304,LUX     
2886,2/22/19,11:08:57,363,LUX     
2887,2/22/19,11:09:07,188,LUX     
2888,2/22/19,11:09:17,164,LUX     
2889,2/22/19,11:09:27,169,LUX     
2890,2/22/19,11:09:37,184,LUX     
2891,2/22/19,11:09:47,170,LUX     
2892,2/22/19,11:09:57,155,LUX     
2893,2/22/19,11:10:07,145,LUX     
2894,2/22/19,11:10:17,134,LUX     
2895,2/22/19,11:10:27,119,LUX     
2896,2/22/19,11:10:37,107,LUX     
2897,2/22/19,11:10:47,100,LUX     
2898,2/22/19,11:10:57,98,LUX     
2899,2/22/19,11:11:07,98,LUX     
2900,2/22/19,11:11:17,98,LUX     
2901,2/22/19,11:11:27,102,LUX     
2902,2/22/19,11:11:37,101,LUX     
2903,2/22/19,11:11:47,102,LUX     
2904,2/22/19,11:11:57,101,LUX     
2905,2/22/19,11:12:07,102,LUX     
2906,2/22/19,11:12:17,101,LUX     
2907,2/22/19,11:12:27,105,LUX     
2908,2/22/19,11:12:37,101,LUX     
2909,2/22/19,11:12:47,101,LUX     
2910,2/22/19,11:12:57,105,LUX     
2911,2/22/19,11:13:07,104,LUX     
2912,2/22/19,11:13:17,111,LUX     
2913,2/22/19,11:13:27,117,LUX     
2914,2/22/19,11:13:37,119,LUX     
2915,2/22/19,11:13:47,117,LUX     
2916,2/22/19,11:13:57,121,LUX     
2917,2/22/19,11:14:07,120,LUX     
2918,2/22/19,11:14:17,121,LUX     
2919,2/22/19,11:14:27,121,LUX     
2920,2/22/19,11:14:37,122,LUX     
2921,2/22/19,11:14:47,123,LUX     
2922,2/22/19,11:14:57,121,LUX     
2923,2/22/19,11:15:07,117,LUX     
2924,2/22/19,11:15:17,113,LUX     
2925,2/22/19,11:15:27,108,LUX     
2926,2/22/19,11:15:37,99,LUX     
2927,2/22/19,11:15:47,97,LUX     
2928,2/22/19,11:15:57,94,LUX     
2929,2/22/19,11:16:07,89,LUX     
2930,2/22/19,11:16:17,88,LUX     
2931,2/22/19,11:16:27,85,LUX     
2932,2/22/19,11:16:37,88,LUX     
2933,2/22/19,11:16:47,87,LUX     
2934,2/22/19,11:16:57,87,LUX     
2935,2/22/19,11:17:07,93,LUX     
2936,2/22/19,11:17:17,95,LUX     
2937,2/22/19,11:17:27,97,LUX     
2938,2/22/19,11:17:37,96,LUX     
2939,2/22/19,11:17:47,99,LUX     
2940,2/22/19,11:17:57,97,LUX     
2941,2/22/19,11:18:07,92,LUX     
2942,2/22/19,11:18:17,89,LUX     
2943,2/22/19,11:18:27,88,LUX     
2944,2/22/19,11:18:37,79,LUX     
2945,2/22/19,11:18:47,75,LUX     
2946,2/22/19,11:18:57,70,LUX     
2947,2/22/19,11:19:07,65,LUX     
2948,2/22/19,11:19:17,62,LUX     
2949,2/22/19,11:19:27,60,LUX     
2950,2/22/19,11:19:37,59,LUX     
2951,2/22/19,11:19:47,58,LUX     
2952,2/22/19,11:19:57,58,LUX     
2953,2/22/19,11:20:07,61,LUX     
2954,2/22/19,11:20:17,64,LUX     
2955,2/22/19,11:20:27,68,LUX     
2956,2/22/19,11:20:37,63,LUX     
2957,2/22/19,11:20:47,59,LUX     
2958,2/22/19,11:20:57,58,LUX     
2959,2/22/19,11:21:07,56,LUX     
2960,2/22/19,11:21:17,51,LUX     
2961,2/22/19,11:21:27,53,LUX     
2962,2/22/19,11:21:37,51,LUX     
2963,2/22/19,11:21:47,51,LUX     
2964,2/22/19,11:21:57,52,LUX     
2965,2/22/19,11:22:07,43,LUX     
2966,2/22/19,11:22:17,40,LUX     
2967,2/22/19,11:22:27,39,LUX     
2968,2/22/19,11:22:37,39,LUX     
2969,2/22/19,11:22:47,44,LUX     
2970,2/22/19,11:22:57,40,LUX     
2971,2/22/19,11:23:07,39,LUX     
2972,2/22/19,11:23:17,37,LUX     
2973,2/22/19,11:23:27,33,LUX     
2974,2/22/19,11:23:37,37,LUX     
2975,2/22/19,11:23:47,29,LUX     
2976,2/22/19,11:23:57,31,LUX     
2977,2/22/19,11:24:07,24,LUX     
2978,2/22/19,11:24:17,27,LUX     
2979,2/22/19,11:24:27,26,LUX     
2980,2/22/19,11:24:37,23,LUX     
2981,2/22/19,11:24:47,24,LUX     
2982,2/22/19,11:24:57,23,LUX     
2983,2/22/19,11:25:07,27,LUX     
2984,2/22/19,11:25:17,21,LUX     
2985,2/22/19,11:25:27,20,LUX     
2986,2/22/19,11:25:37,20,LUX     
2987,2/22/19,11:25:47,19,LUX     
2988,2/22/19,11:25:57,18,LUX     
2989,2/22/19,11:26:07,18,LUX     
2990,2/22/19,11:26:17,18,LUX     
2991,2/22/19,11:26:27,18,LUX     
2992,2/22/19,11:26:37,18,LUX     
2993,2/22/19,11:26:47,17,LUX     
2994,2/22/19,11:26:57,17,LUX     
2995,2/22/19,11:27:07,17,LUX     
2996,2/22/19,11:27:17,17,LUX     
2997,2/22/19,11:27:27,17,LUX     
2998,2/22/19,11:27:37,17,LUX     
2999,2/22/19,11:27:47,14,LUX     
3000,2/22/19,11:27:57,17,LUX     
3001,2/22/19,11:28:07,20,LUX     
3002,2/22/19,11:28:17,18,LUX     
3003,2/22/19,11:28:27,19,LUX     
3004,2/22/19,11:28:37,20,LUX     
3005,2/22/19,11:28:47,20,LUX     
3006,2/22/19,11:28:57,25,LUX     
3007,2/22/19,11:29:07,24,LUX     
3008,2/22/19,11:29:17,21,LUX     
3009,2/22/19,11:29:27,21,LUX     
3010,2/22/19,11:29:37,21,LUX     
3011,2/22/19,11:29:47,20,LUX     
3012,2/22/19,11:29:57,21,LUX     
3013,2/22/19,11:30:07,20,LUX     
3014,2/22/19,11:30:17,21,LUX     
3015,2/22/19,11:30:27,21,LUX     
3016,2/22/19,11:30:37,21,LUX     
3017,2/22/19,11:30:47,21,LUX     
3018,2/22/19,11:30:57,20,LUX     
3019,2/22/19,11:31:07,20,LUX     
3020,2/22/19,11:31:17,20,LUX     
3021,2/22/19,11:31:27,20,LUX     
3022,2/22/19,11:31:37,20,LUX     
3023,2/22/19,11:31:47,19,LUX     
3024,2/22/19,11:31:57,21,LUX     
3025,2/22/19,11:32:07,20,LUX     
3026,2/22/19,11:32:17,20,LUX     
3027,2/22/19,11:32:27,21,LUX     
3028,2/22/19,11:32:37,22,LUX     
3029,2/22/19,11:32:47,21,LUX     
3030,2/22/19,11:32:57,22,LUX     
3031,2/22/19,11:33:07,22,LUX     
3032,2/22/19,11:33:17,19,LUX     
3033,2/22/19,11:33:27,19,LUX     
3034,2/22/19,11:33:37,23,LUX     
3035,2/22/19,11:33:47,25,LUX     
3036,2/22/19,11:33:57,26,LUX     
3037,2/22/19,11:34:07,26,LUX     
3038,2/22/19,11:34:17,25,LUX     
3039,2/22/19,11:34:27,27,LUX     
3040,2/22/19,11:34:37,28,LUX     
3041,2/22/19,11:34:47,27,LUX     
3042,2/22/19,11:34:57,28,LUX     
3043,2/22/19,11:35:07,29,LUX     
3044,2/22/19,11:35:17,29,LUX     
3045,2/22/19,11:35:27,25,LUX     
3046,2/22/19,11:35:37,29,LUX     
3047,2/22/19,11:35:47,30,LUX     
3048,2/22/19,11:35:57,29,LUX     
3049,2/22/19,11:36:07,30,LUX     
3050,2/22/19,11:36:17,30,LUX     
3051,2/22/19,11:36:27,33,LUX     
3052,2/22/19,11:36:37,33,LUX     
3053,2/22/19,11:36:47,30,LUX     
3054,2/22/19,11:36:57,35,LUX     
3055,2/22/19,11:37:07,36,LUX     
3056,2/22/19,11:37:17,37,LUX     
3057,2/22/19,11:37:27,37,LUX     
3058,2/22/19,11:37:37,36,LUX     
3059,2/22/19,11:37:47,40,LUX     
3060,2/22/19,11:37:57,39,LUX     
3061,2/22/19,11:38:07,40,LUX     
3062,2/22/19,11:38:17,41,LUX     
3063,2/22/19,11:38:27,41,LUX     
3064,2/22/19,11:38:37,41,LUX     
3065,2/22/19,11:38:47,41,LUX     
3066,2/22/19,11:38:57,41,LUX     
3067,2/22/19,11:39:07,46,LUX     
3068,2/22/19,11:39:17,42,LUX     
3069,2/22/19,11:39:27,43,LUX     
3070,2/22/19,11:39:37,43,LUX     
3071,2/22/19,11:39:47,40,LUX     
3072,2/22/19,11:39:57,40,LUX     
3073,2/22/19,11:40:07,48,LUX     
3074,2/22/19,11:40:17,45,LUX     
3075,2/22/19,11:40:27,51,LUX     
3076,2/22/19,11:40:37,43,LUX     
3077,2/22/19,11:40:47,48,LUX     
3078,2/22/19,11:40:57,48,LUX     
3079,2/22/19,11:41:07,53,LUX     
3080,2/22/19,11:41:17,46,LUX     
3081,2/22/19,11:41:27,49,LUX     
3082,2/22/19,11:41:37,45,LUX     
3083,2/22/19,11:41:47,45,LUX     
3084,2/22/19,11:41:57,48,LUX     
3085,2/22/19,11:42:07,48,LUX     
3086,2/22/19,11:42:17,45,LUX     
3087,2/22/19,11:42:27,51,LUX     
3088,2/22/19,11:42:37,42,LUX     
3089,2/22/19,11:42:47,47,LUX     
3090,2/22/19,11:42:57,44,LUX     
3091,2/22/19,11:43:07,45,LUX     
3092,2/22/19,11:43:17,44,LUX     
3093,2/22/19,11:43:27,41,LUX     
3094,2/22/19,11:43:37,50,LUX     
3095,2/22/19,11:43:47,51,LUX     
3096,2/22/19,11:43:57,49,LUX     
3097,2/22/19,11:44:07,48,LUX     
3098,2/22/19,11:44:17,49,LUX     
3099,2/22/19,11:44:27,51,LUX     
3100,2/22/19,11:44:37,54,LUX     
3101,2/22/19,11:44:47,57,LUX     
3102,2/22/19,11:44:57,55,LUX     
3103,2/22/19,11:45:07,57,LUX     
3104,2/22/19,11:45:17,59,LUX     
3105,2/22/19,11:45:27,59,LUX     
3106,2/22/19,11:45:37,62,LUX     
3107,2/22/19,11:45:47,62,LUX     
3108,2/22/19,11:45:57,68,LUX     
3109,2/22/19,11:46:07,69,LUX     
3110,2/22/19,11:46:17,74,LUX     
3111,2/22/19,11:46:27,74,LUX     
3112,2/22/19,11:46:37,77,LUX     
3113,2/22/19,11:46:47,80,LUX     
3114,2/22/19,11:46:57,82,LUX     
3115,2/22/19,11:47:07,82,LUX     
3116,2/22/19,11:47:17,88,LUX     
3117,2/22/19,11:47:27,85,LUX     
3118,2/22/19,11:47:37,88,LUX     
3119,2/22/19,11:47:47,87,LUX     
3120,2/22/19,11:47:57,87,LUX     
3121,2/22/19,11:48:07,85,LUX     
3122,2/22/19,11:48:17,82,LUX     
3123,2/22/19,11:48:27,79,LUX     
3124,2/22/19,11:48:37,74,LUX     
3125,2/22/19,11:48:47,74,LUX     
3126,2/22/19,11:48:57,67,LUX     
3127,2/22/19,11:49:07,65,LUX     
3128,2/22/19,11:49:17,64,LUX     
3129,2/22/19,11:49:27,62,LUX     
3130,2/22/19,11:49:37,64,LUX     
3131,2/22/19,11:49:47,60,LUX     
3132,2/22/19,11:49:57,63,LUX     
3133,2/22/19,11:50:07,63,LUX     
3134,2/22/19,11:50:17,59,LUX     
3135,2/22/19,11:50:27,62,LUX     
3136,2/22/19,11:50:37,61,LUX     
3137,2/22/19,11:50:47,61,LUX     
3138,2/22/19,11:50:57,60,LUX     
3139,2/22/19,11:51:07,61,LUX     
3140,2/22/19,11:51:17,60,LUX     
3141,2/22/19,11:51:27,60,LUX     
3142,2/22/19,11:51:37,61,LUX     
3143,2/22/19,11:51:47,60,LUX     
3144,2/22/19,11:51:57,60,LUX     
3145,2/22/19,11:52:07,60,LUX     
3146,2/22/19,11:52:17,61,LUX     
3147,2/22/19,11:52:27,60,LUX     
3148,2/22/19,11:52:37,63,LUX     
3149,2/22/19,11:52:47,61,LUX     
3150,2/22/19,11:52:57,62,LUX     
3151,2/22/19,11:53:07,62,LUX     
3152,2/22/19,11:53:17,64,LUX     
3153,2/22/19,11:53:27,69,LUX     
3154,2/22/19,11:53:37,70,LUX     
3155,2/22/19,11:53:47,68,LUX     
3156,2/22/19,11:53:57,69,LUX     
3157,2/22/19,11:54:07,71,LUX     
3158,2/22/19,11:54:17,72,LUX     
3159,2/22/19,11:54:27,74,LUX     
3160,2/22/19,11:54:37,75,LUX     
3161,2/22/19,11:54:47,76,LUX     
3162,2/22/19,11:54:57,79,LUX     
3163,2/22/19,11:55:07,86,LUX     
3164,2/22/19,11:55:17,87,LUX     
3165,2/22/19,11:55:27,92,LUX     
3166,2/22/19,11:55:37,91,LUX     
3167,2/22/19,11:55:47,93,LUX     
3168,2/22/19,11:55:57,97,LUX     
